,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name
1483,Michael Umaña,CHV,D,28,28,2483,0,0,2,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,26,13,0,6,0,0,0,Umaña,Michael,CHV
1484,Jed Zayner,CLB,D,17,12,1187,0,0,2,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,21,10,2,4,0,0,0,Zayner,Jed,CLB
1485,Kevin Burns,CLB,M,9,4,433,0,0,2,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,6,5,0,1,0,0,0,Burns,Kevin,CLB
1486,Marc Burch,MIN,D,4,4,360,0,0,2,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,7,4,0,1,0,0,0,Burch,Marc,MIN
1487,Edgaras Jankauskas,NE,F,4,0,147,0,0,2,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,5,2,0,1,0,0,0,Jankauskas,Edgaras,NE
1488,Omar Jasseh,SJ,M,4,0,76,0,0,2,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,3,5,1,1,0,0,0,Jasseh,Omar,SJ
1489,Barry Rice,DC,D,2,1,86,0,0,2,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,1,1,0,0,0,0,0,Rice,Barry,DC
1490,Ruben Luna,DAL,F,4,0,48,0,0,2,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,4,1,0,0,0,0,0,Luna,Ruben,DAL
1491,Scott Palguta,COL,D,16,5,560,0,0,2,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,2,2,0,2,0,0,0,Palguta,Scott,COL
1492,Corben Bone,CHI,M,5,1,114,0,0,2,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,0,0,0,0,0,0,0,Bone,Corben,CHI
1493,Javier Robles,SJ,M,2,1,61,0,0,2,2,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,100.0,1,1,0,0,0,0,0,Robles,Javier,SJ
1494,Kwame Watson-Siriboe,CHI,D,10,7,681,0,0,3,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,33.3,6,3,0,0,0,0,0,Watson-Siriboe,Kwame,CHI
1495,Stefan Dimitrov,CHI,F,5,1,67,0,0,3,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,0,1,0,0,0,0,0,Dimitrov,Stefan,CHI
1496,Dejan Jakovic,CAN,D,19,18,1624,0,0,3,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,33.3,14,10,0,1,1,0,0,Jakovic,Dejan,UNK
1497,Amadou Sanyang,TOR,D,13,12,898,0,0,3,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,14,14,0,2,1,0,0,Sanyang,Amadou,TOR
1498,Amobi Okugo,PHI,D-M,11,4,437,0,0,3,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,33.3,14,1,0,0,0,0,0,Okugo,Amobi,PHI
1499,Paulo Jr.,RSL,F,3,0,65,0,0,3,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,33.3,0,1,0,0,0,0,0,Jr.,Paulo,RSL
1500,Gregg Berhalter,LA,D,16,16,1399,0,0,3,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,22,10,1,1,0,0,0,Berhalter,Gregg,LA
1501,Thabiso Khumalo,DC,F,8,3,270,0,0,3,2,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,66.7,7,4,3,0,0,0,0,Khumalo,Thabiso,DC
1502,Nick Zimmerman,PHI,M,8,1,159,0,0,3,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,0,3,1,0,0,0,0,Zimmerman,Nick,PHI
1503,Jean-Marc Alexandre,HAI,F,15,5,494,0,0,4,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,75.0,15,1,0,2,0,0,0,Alexandre,Jean-Marc,UNK
1504,Matt Besler,SKC,D,12,10,1016,0,0,4,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,75.0,13,4,1,2,0,0,0,Besler,Matt,KC
1505,George John,DAL,D,25,25,2138,0,0,4,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,25.0,21,10,1,3,0,0,0,John,George,DAL
1506,Brian Nielsen,NY,M,2,1,105,0,0,4,2,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,1,0,1,0,0,0,0,Nielsen,Brian,NY
1507,Brandon Barklage,DC,D,3,2,205,0,0,4,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,25.0,3,2,0,1,0,0,0,Barklage,Brandon,DC
1508,Ty Harden,TOR,D,12,10,975,0,0,4,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,25.0,10,5,1,0,0,0,0,Harden,Ty,TOR
1509,John Wolyniec,NY,F,4,2,190,0,0,4,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,25.0,2,7,0,0,0,0,0,Wolyniec,John,NY
1510,Devon McTavish,DC,D,19,16,1405,0,0,4,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,25.0,17,11,0,1,0,0,0,McTavish,Devon,DC
1511,Jason Griffiths,NE,M,10,4,377,0,0,4,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,25.0,5,2,0,1,0,0,0,Griffiths,Jason,NE
1512,Miguel Montaño,SEA,F,6,1,161,0,0,4,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,3,7,1,0,1,0,0,Montaño,Miguel,SEA
1513,Sheanon Williams,PHI,D,8,8,720,0,0,4,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,75.0,12,7,0,0,0,0,0,Williams,Sheanon,PHI
1514,Leonardo,HOU,D,10,10,855,0,0,4,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,25.0,11,8,0,0,0,0,0,,Leonardo,HOU
1515,Danny Earls,COL,D,18,15,1413,0,0,5,2,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,40.0,8,8,1,2,0,0,0,Earls,Danny,COL
1516,Jordan Graye,DC,D,20,20,1662,0,0,5,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,60.0,10,14,1,1,0,0,0,Graye,Jordan,DC
1517,Marvell Wynne,COL,D,27,27,2383,0,0,5,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,20.0,17,16,0,3,0,0,0,Wynne,Marvell,COL
1518,Adrian Cann,TOR,D,26,26,2340,0,0,5,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,60.0,24,13,1,5,0,0,0,Cann,Adrian,TOR
1519,Eddie Lewis,LA,M,13,1,250,0,0,6,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,16.7,2,5,2,0,1,0,0,Lewis,Eddie,LA
1520,Collen Warner,MIN,M,13,4,426,0,0,6,2,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,33.3,4,6,1,2,0,0,0,Warner,Collen,MIN
1521,Pablo Escobar,KC,D,7,7,529,0,0,6,2,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,33.3,4,0,0,1,0,0,0,Escobar,Pablo,KC
1522,Seth Sinovic,SKC,D,20,18,1580,0,0,7,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,14.3,13,10,0,3,0,0,0,Sinovic,Seth,KC
1523,Cory Gibbs,NE,D,25,25,2179,0,0,7,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,14.3,22,15,1,5,1,0,0,Gibbs,Cory,NE
1524,Brad Ring,SJ,D,11,4,435,0,0,7,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,14.3,3,7,0,0,0,0,0,Ring,Brad,SJ
1525,Claudio Lopez,COL,F,11,0,200,0,0,8,4,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,0,1,0,0,0,0,0,Lopez,Claudio,COL
1526,Cristian Arrieta,PHI,D,16,15,1343,0,0,8,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,37.5,16,10,0,5,0,0,0,Arrieta,Cristian,PHI
1527,Diego Saric,TOR,M,17,15,1153,0,0,8,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,37.5,32,9,0,6,1,0,0,Saric,Diego,TOR
1528,Joseph Nane,TOR,M,11,8,614,0,0,8,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,12.5,8,8,0,0,0,0,0,Nane,Joseph,TOR
1529,Nery Castillo,CHI,F,8,6,487,0,0,9,5,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,55.6,1,5,15,1,0,0,0,Castillo,Nery,CHI
1530,Chance Myers,POR,D,15,6,568,0,0,9,4,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,44.4,9,3,2,0,0,0,0,Myers,Chance,POR
1531,Shavar Thomas,KC,D,17,16,1432,0,0,9,2,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,22.2,10,2,0,1,0,0,0,Thomas,Shavar,KC
1532,Julien Baudet,COL,D,18,14,1154,0,0,11,0,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,0.0,11,7,1,2,1,0,0,Baudet,Julien,COL
1533,Kurt Morsink,DC,M,20,18,1558,0,0,11,4,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,36.4,20,24,0,5,0,0,0,Morsink,Kurt,DC
1534,Clyde Simms,DC,M,20,18,1508,0,0,12,6,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,50.0,13,5,0,0,0,0,0,Simms,Clyde,DC
1535,Colin Clark,COL,M,16,9,866,0,0,12,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,25.0,7,10,1,2,0,0,0,Clark,Colin,COL
1536,Stefani Miglioranzi,PHI,M,26,25,2097,0,0,14,5,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,35.7,31,16,1,4,1,0,0,Miglioranzi,Stefani,PHI
1537,Christian Castillo,DC,M,10,8,691,0,0,14,4,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,28.6,9,12,4,2,0,0,0,Castillo,Christian,DC
1538,Patrick Ianni,SEA,D-M,25,24,2096,0,0,15,1,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,6.7,22,11,0,2,0,0,0,Ianni,Patrick,SEA
1539,Emmanuel Ekpo,CLB,M,24,13,1178,0,0,16,3,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,18.8,15,23,1,1,0,0,0,Ekpo,Emmanuel,CLB
1540,Daniel Hernandez,DAL,M,24,24,2098,0,0,16,7,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,43.8,49,27,0,6,0,0,0,Hernandez,Daniel,DAL
1541,Kyle Nakazawa,PHI,M,14,8,798,0,0,17,8,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,47.1,11,3,0,2,0,0,0,Nakazawa,Kyle,PHI
1542,Andrew Jacobson,PHI,M,25,13,1294,0,0,18,8,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,44.4,29,14,0,3,0,0,0,Jacobson,Andrew,PHI
1543,Branko Boskovic,DC,M,13,8,771,0,0,20,7,0,0,0,0.0,0.0,2010,REG,0,0,0,0.0,35.0,7,8,2,1,0,0,0,Boskovic,Branko,DC
1544,Dwayne De Rosario,DC,M,33,31,2781,16,12,112,44,3,10,6,0.52,14.3,2011,REG,4,8,4,0.39,39.3,57,46,45,3,0,4,5,De Rosario,Dwayne,DC
1545,Chris Wondolowski,SJ,F,30,30,2672,16,3,109,52,5,7,9,0.54,14.7,2011,REG,0,3,0,0.1,47.7,29,24,27,3,0,1,2,Wondolowski,Chris,SJ
1546,Thierry Henry,NY,F,26,26,2266,14,4,65,30,3,8,6,0.56,21.5,2011,REG,1,2,2,0.16,46.2,28,27,14,3,2,0,1,Henry,Thierry,NY
1547,Andrés Mendoza,CLB,F,29,25,2022,13,2,74,31,5,10,3,0.58,17.6,2011,REG,1,2,0,0.09,41.9,19,14,33,1,0,5,5,Mendoza,Andrés,CLB
1548,Fredy Montero,SEA,F,30,27,2304,12,9,108,42,5,3,9,0.47,11.1,2011,REG,2,5,4,0.35,38.9,55,54,17,7,0,0,1,Montero,Fredy,SEA
1549,Landon Donovan,LA,M-F,23,21,1915,12,3,42,23,4,8,4,0.56,28.6,2011,REG,1,2,1,0.14,54.8,36,36,3,4,0,4,4,Donovan,Landon,LA
1550,Camilo Sanvezzo,VAN,F,32,29,2484,12,3,83,37,2,7,5,0.43,14.5,2011,REG,0,2,1,0.11,44.6,47,55,22,5,0,2,2,Sanvezzo,Camilo,VAN
1551,Dominic Oduro,MTL,M,34,29,2633,12,2,78,39,3,6,6,0.41,15.4,2011,REG,0,0,2,0.07,50.0,25,52,20,5,0,0,0,Oduro,Dominic,MTL
1552,Sébastien Le Toux,PHI,F,34,34,3060,11,9,81,30,2,9,2,0.32,13.6,2011,REG,3,3,6,0.26,37.0,20,36,36,0,0,4,4,Le Toux,Sébastien,PHI
1553,Brek Shea,VAN,D,31,30,2647,11,4,74,23,5,6,5,0.37,14.9,2011,REG,2,1,3,0.14,31.1,25,43,12,6,1,0,0,Shea,Brek,VAN
1554,Alvaro Saborio,RSL,F,23,22,1928,11,2,66,24,4,7,4,0.51,16.7,2011,REG,0,2,0,0.09,36.4,43,38,38,3,0,3,3,Saborio,Alvaro,RSL
1555,Charlie Davies,DC,F,26,18,1553,11,1,34,18,3,5,6,0.64,32.4,2011,REG,0,1,0,0.06,52.9,23,22,14,3,0,4,5,Davies,Charlie,DC
1556,Fabian Espindola,RSL,F,27,25,2096,10,3,62,30,2,5,5,0.43,16.1,2011,REG,0,2,1,0.13,48.4,39,31,33,6,0,1,1,Espindola,Fabian,RSL
1557,Eric Hassli,VAN,F,26,21,1865,10,2,72,28,0,6,4,0.48,13.9,2011,REG,0,2,0,0.1,38.9,53,35,20,8,3,3,4,Hassli,Eric,VAN
1558,Juan Pablo Angel,CHV,F,31,26,2314,10,1,78,32,1,5,5,0.39,12.8,2011,REG,0,1,0,0.04,41.0,29,13,36,2,0,0,0,Pablo Angel,Juan,CHV
1559,Kei Kamara,VAN,F,30,24,2201,9,4,91,29,1,6,3,0.37,9.9,2011,REG,1,2,2,0.16,31.9,37,44,7,2,0,2,2,Kamara,Kei,VAN
1560,Luke Rodgers,NY,F,23,20,1560,9,3,45,20,4,7,2,0.52,20.0,2011,REG,0,2,1,0.17,44.4,27,26,48,6,0,1,1,Rodgers,Luke,NY
1561,Teal Bunbury,NE,F,29,20,1744,9,3,66,22,2,5,4,0.46,13.6,2011,REG,0,1,2,0.15,33.3,36,17,21,2,1,0,0,Bunbury,Teal,NE
1562,Omar Bravo,KC,F,27,26,2150,9,2,59,25,2,7,2,0.38,15.3,2011,REG,1,1,1,0.08,42.4,22,24,27,4,2,2,2,Bravo,Omar,KC
1563,Álvaro Fernández,SEA,M,29,23,1849,9,0,42,21,3,6,3,0.44,21.4,2011,REG,0,0,0,0.0,50.0,16,34,6,3,0,1,2,Fernández,Álvaro,SEA
1564,Nick LaBrocca,CHV,M,34,34,3058,8,6,77,25,1,4,4,0.24,10.4,2011,REG,0,1,5,0.18,32.5,29,38,8,4,0,0,0,LaBrocca,Nick,CHV
1565,Justin Braun,CHV,F,29,22,2055,8,5,69,29,2,4,4,0.35,11.6,2011,REG,3,2,3,0.22,42.0,42,32,16,4,0,0,0,Braun,Justin,CHV
1566,Emilio Rentería,CLB,F,18,14,1159,8,2,43,17,1,5,3,0.62,18.6,2011,REG,1,0,2,0.16,39.5,36,33,17,0,0,2,2,Rentería,Emilio,CLB
1567,Kenny Cooper,POR,F,34,29,2562,8,2,78,30,2,4,4,0.28,10.3,2011,REG,0,1,1,0.07,38.5,27,56,40,2,0,0,0,Cooper,Kenny,POR
1568,Marco Pappa,CHI,M,29,27,2324,8,2,92,39,2,2,6,0.31,8.7,2011,REG,0,1,1,0.08,42.4,42,35,12,2,0,0,0,Pappa,Marco,CHI
1569,Maicon Santos,DAL,F,30,24,1974,8,2,92,25,1,4,4,0.36,8.7,2011,REG,0,0,2,0.09,27.2,30,29,16,0,0,0,0,Santos,Maicon,DAL
1570,Danny Koevermans,TOR,F,10,9,756,8,1,30,17,1,4,4,0.95,26.7,2011,REG,0,1,0,0.12,56.7,7,4,8,0,0,0,0,Koevermans,Danny,TOR
1571,Shalrie Joseph,NE,M,32,32,2860,8,1,52,23,3,5,3,0.25,15.4,2011,REG,0,1,0,0.03,44.2,37,54,6,7,1,4,5,Joseph,Shalrie,NE
1572,Jack Jewsbury,POR,M,31,31,2790,7,8,47,20,1,4,3,0.23,14.9,2011,REG,3,6,2,0.26,42.6,36,26,3,5,0,3,5,Jewsbury,Jack,POR
1573,Dane Richards,NY,M,27,27,2333,7,7,51,21,2,3,4,0.27,13.7,2011,REG,2,5,2,0.27,41.2,46,28,13,5,1,0,0,Richards,Dane,NY
1574,Joel Lindpere,NY,M,34,34,3048,7,7,54,22,0,3,4,0.21,13.0,2011,REG,1,4,3,0.21,40.7,45,53,13,4,0,0,0,Lindpere,Joel,NY
1575,Chad Barrett,LA,F,27,20,1583,7,5,49,19,4,3,4,0.4,14.3,2011,REG,2,4,1,0.28,38.8,13,15,10,0,0,0,0,Barrett,Chad,LA
1576,Chris Pontius,LA,M-F,25,25,2114,7,5,53,20,2,4,3,0.3,13.2,2011,REG,1,0,5,0.21,37.7,18,32,3,2,0,2,2,Pontius,Chris,LA
1577,Jeff Larentowicz,ATL,M,34,34,3051,7,1,37,17,1,2,5,0.21,18.9,2011,REG,0,1,0,0.03,45.9,45,37,0,5,0,0,1,Larentowicz,Jeff,ATL
1578,Marvin Chávez,DAL,M,31,30,2521,6,4,66,28,3,3,3,0.21,9.1,2011,REG,1,2,2,0.14,42.4,38,53,21,4,0,0,0,Chávez,Marvin,DAL
1579,Jorge Perlaza,POR,F,31,26,2152,6,2,34,12,2,6,0,0.25,17.6,2011,REG,0,1,1,0.08,35.3,21,25,36,2,0,0,0,Perlaza,Jorge,POR
1580,Caleb Folan,COL,F,26,16,1521,6,2,40,16,0,4,2,0.36,15.0,2011,REG,2,0,2,0.12,40.0,27,25,17,5,1,2,2,Folan,Caleb,COL
1581,Juan Agudelo,NE,F,27,12,1364,6,2,44,17,1,5,1,0.4,13.6,2011,REG,1,0,2,0.13,38.6,25,22,6,1,0,0,0,Agudelo,Juan,NE
1582,Simon Dawkins,SJ,M,26,19,1773,6,2,64,20,1,5,1,0.3,9.4,2011,REG,1,1,1,0.1,31.3,15,29,4,2,0,0,0,Dawkins,Simon,SJ
1583,Conor Casey,COL,F,14,11,809,6,1,18,10,0,4,2,0.67,33.3,2011,REG,1,1,0,0.11,55.6,25,14,12,4,1,1,1,Casey,Conor,COL
1584,Rajko Lekic,NE,F,23,22,1851,6,1,44,17,1,3,3,0.29,13.6,2011,REG,0,0,1,0.05,38.6,37,39,28,3,0,2,2,Lekic,Rajko,NE
1585,Diego Chaves,CHI,F,29,19,1699,6,1,49,14,2,3,3,0.32,12.2,2011,REG,1,1,0,0.05,28.6,17,43,2,5,0,1,1,Chaves,Diego,CHI
1586,Carlos Ruiz,PHI,F,14,13,1144,6,0,35,14,3,4,2,0.47,17.1,2011,REG,0,0,0,0.0,40.0,15,16,15,2,0,0,0,Ruiz,Carlos,PHI
1587,Mauro Rosales,SEA,M,26,22,1870,5,13,18,9,3,3,2,0.24,27.8,2011,REG,4,9,4,0.63,50.0,18,59,9,2,0,1,2,Rosales,Mauro,SEA
1588,Josh Wolff,DC,F,30,23,1924,5,7,41,17,1,3,2,0.23,12.2,2011,REG,2,5,2,0.33,41.5,17,36,19,1,0,0,0,Wolff,Josh,DC
1589,Graham Zusi,SKC,D,32,25,2329,5,7,47,16,1,3,2,0.19,10.6,2011,REG,4,6,1,0.27,34.0,26,38,2,4,0,0,0,Zusi,Graham,KC
1590,Andy Najar,DC,M-F,31,28,2522,5,6,57,20,0,4,1,0.18,8.8,2011,REG,3,5,1,0.21,35.1,44,37,4,2,1,0,0,Najar,Andy,DC
1591,Brad Evans,SEA,D-M,20,17,1509,5,5,32,9,0,2,3,0.3,15.6,2011,REG,4,3,2,0.3,28.1,13,9,1,2,0,3,3,Evans,Brad,SEA
1592,CJ Sapong,PHI,F,34,22,2096,5,5,53,25,1,3,2,0.21,9.4,2011,REG,2,1,4,0.21,47.2,30,44,5,0,0,0,0,Sapong,CJ,PHI
1593,Sanna Nyassi,COL,M,26,17,1586,5,5,61,23,1,3,2,0.28,8.2,2011,REG,1,4,1,0.28,37.7,24,33,11,4,0,0,0,Nyassi,Sanna,COL
1594,Geoff Cameron,HOU,D,33,33,2970,5,5,63,18,1,2,3,0.15,7.9,2011,REG,2,3,2,0.15,28.6,29,36,11,2,0,0,0,Cameron,Geoff,HOU
1595,Sebastián Grazzini,CHI,M,11,11,780,5,4,21,9,0,3,2,0.58,23.8,2011,REG,0,3,1,0.46,42.9,15,20,1,1,0,1,1,Grazzini,Sebastián,CHI
1596,Danny Mwanga,PHI,F,28,13,1535,5,4,37,20,1,2,3,0.29,13.5,2011,REG,2,2,2,0.23,54.1,28,23,9,4,0,0,0,Mwanga,Danny,PHI
1597,Khari Stephenson,SJ,M,31,27,2256,5,4,78,26,0,3,2,0.2,6.4,2011,REG,0,3,1,0.16,33.3,41,18,5,3,0,0,0,Stephenson,Khari,SJ
1598,Steven Lenhart,SJ,F,14,13,1163,5,3,34,14,1,2,3,0.39,14.7,2011,REG,1,2,1,0.23,41.2,30,36,12,6,0,0,0,Lenhart,Steven,SJ
1599,Alejandro Moreno,CHV,F,24,22,2016,5,2,30,12,1,1,4,0.22,16.7,2011,REG,1,2,0,0.09,40.0,42,48,11,0,0,0,0,Moreno,Alejandro,CHV
1600,Lamar Neagle,SEA,M-F,23,9,1008,5,2,32,12,2,3,2,0.45,15.6,2011,REG,1,1,1,0.18,37.5,10,14,2,1,0,0,0,Neagle,Lamar,SEA
1601,Alan Gordon,SJ,F,10,8,739,5,1,20,10,0,2,3,0.61,25.0,2011,REG,0,1,0,0.12,50.0,30,14,10,4,0,0,0,Gordon,Alan,SJ
1602,Bobby Boswell,HOU,D,28,27,2460,5,1,22,10,2,3,2,0.18,22.7,2011,REG,0,1,0,0.04,45.5,20,18,1,6,0,0,0,Boswell,Bobby,HOU
1603,Brian Ching,HOU,F,20,15,1242,5,1,31,14,2,4,1,0.36,16.1,2011,REG,1,1,0,0.07,45.2,12,25,21,0,1,0,0,Ching,Brian,HOU
1604,Will Bruin,SEA,F,25,21,1693,5,1,54,23,2,5,0,0.27,9.3,2011,REG,0,0,1,0.05,42.6,18,18,9,1,0,0,0,Bruin,Will,SEA
1605,Eddie Gaven,CLB,M,26,26,2227,5,1,58,24,3,4,1,0.2,8.6,2011,REG,0,0,1,0.04,41.4,28,65,11,0,0,0,0,Gaven,Eddie,CLB
1606,Mike Magee,LA,M,27,20,1772,5,0,28,11,1,4,1,0.25,17.9,2011,REG,0,0,0,0.0,39.3,30,34,3,2,0,0,0,Magee,Mike,LA
1607,Brad Davis,HOU,M,34,34,2892,4,16,49,15,0,3,1,0.12,8.2,2011,REG,6,13,3,0.5,30.6,38,33,2,5,0,3,3,Davis,Brad,HOU
1608,Benny Feilhaber,LFC,M,23,23,2046,4,7,36,11,0,1,3,0.18,11.1,2011,REG,0,3,4,0.31,30.6,37,71,1,3,1,0,0,Feilhaber,Benny,LAFC
1609,Sean Franklin,LA,D,28,25,2338,4,3,15,7,1,1,3,0.15,26.7,2011,REG,2,2,1,0.12,46.7,23,12,3,2,0,0,0,Franklin,Sean,LA
1610,Colin Clark,HOU,M,29,17,1486,4,3,30,10,0,4,0,0.24,13.3,2011,REG,1,2,1,0.18,33.3,18,12,2,1,1,0,0,Clark,Colin,HOU
1611,Juninho,LA,M,30,30,2556,4,2,39,13,3,2,2,0.14,10.3,2011,REG,0,0,2,0.07,33.3,35,43,0,4,1,0,0,,Juninho,LA
1612,Jackson Goncalves,DAL,M,28,22,1952,4,2,54,17,1,2,2,0.18,7.4,2011,REG,0,1,1,0.09,31.5,39,22,9,8,1,0,0,Goncalves,Jackson,DAL
1613,Drew Moor,TOR,D,32,32,2880,4,1,28,9,2,2,2,0.13,14.3,2011,REG,0,1,0,0.03,32.1,22,35,3,8,0,0,0,Moor,Drew,TOR
1614,Cam Weaver,HOU,F,28,16,1611,4,1,30,11,0,3,1,0.22,13.3,2011,REG,0,1,0,0.06,36.7,47,29,15,3,0,0,0,Weaver,Cam,HOU
1615,Kyle Beckerman,RSL,M,29,27,2423,3,9,33,13,1,2,1,0.11,9.1,2011,REG,6,9,0,0.33,39.4,36,24,1,6,1,0,0,Beckerman,Kyle,RSL
1616,Omar Cummings,COL,F,26,18,1686,3,6,34,10,1,3,0,0.16,8.8,2011,REG,1,4,2,0.32,29.4,18,21,22,1,0,0,0,Cummings,Omar,COL
1617,Nick Soolsma,TOR,F,23,18,1578,3,5,27,14,1,2,1,0.17,11.1,2011,REG,2,3,2,0.29,51.9,12,18,1,1,0,1,1,Soolsma,Nick,TOR
1618,Joao Plata,RSL,F,26,21,1753,3,5,46,17,1,3,0,0.15,6.5,2011,REG,1,2,3,0.26,37.0,9,19,10,1,0,1,1,Plata,Joao,RSL
1619,Justin Mapp,PHI,M,29,24,1861,3,4,29,8,0,0,3,0.15,10.3,2011,REG,1,2,2,0.19,27.6,19,28,4,1,0,0,0,Mapp,Justin,PHI
1620,Jamie Smith,COL,M,20,18,1519,3,4,31,14,1,2,1,0.18,9.7,2011,REG,1,1,3,0.24,45.2,12,21,0,0,0,0,0,Smith,Jamie,COL
1621,Ryan Johnson,SJ,F,26,24,2080,3,4,46,15,0,0,3,0.13,6.5,2011,REG,1,2,2,0.17,32.6,29,24,15,3,0,0,0,Johnson,Ryan,SJ
1622,Wells Thompson,COL,D,31,22,1935,3,3,22,9,2,1,2,0.14,13.6,2011,REG,2,1,2,0.14,40.9,31,39,2,4,0,0,0,Thompson,Wells,COL
1623,Veljko Paunovic,PHI,F,17,16,1236,3,3,32,10,0,1,2,0.22,9.4,2011,REG,0,3,0,0.22,31.3,26,21,8,1,0,0,0,Paunovic,Veljko,PHI
1624,Osvaldo Alonso,SEA,M,33,32,2891,3,3,54,11,1,2,1,0.09,5.6,2011,REG,0,3,0,0.09,20.4,50,39,0,7,0,1,1,Alonso,Osvaldo,SEA
1625,Roger Levesque,SEA,M,19,9,1062,3,2,13,6,1,3,0,0.25,23.1,2011,REG,1,2,0,0.17,46.2,16,16,11,3,0,0,0,Levesque,Roger,SEA
1626,Roger Torres,PHI,M,25,9,931,3,2,24,6,1,3,0,0.29,12.5,2011,REG,2,2,0,0.19,25.0,13,17,0,1,0,0,0,Torres,Roger,PHI
1627,Marcos Mondaini,CHV,F,24,20,1493,3,2,28,13,1,2,1,0.18,10.7,2011,REG,0,2,0,0.12,46.4,17,35,6,1,1,0,0,Mondaini,Marcos,CHV
1628,Milton Caraglio,NE,F,12,12,991,3,2,46,15,0,2,1,0.27,6.5,2011,REG,1,1,1,0.18,32.6,22,19,13,5,0,0,0,Caraglio,Milton,NE
1629,David Ferreira,DAL,M,6,6,505,3,1,11,5,0,2,1,0.53,27.3,2011,REG,0,0,1,0.18,45.5,5,19,1,0,0,0,1,Ferreira,David,DAL
1630,Eric Brunner,POR,D,32,31,2795,3,1,17,4,2,3,0,0.1,17.6,2011,REG,0,1,0,0.03,23.5,19,29,0,1,1,0,0,Brunner,Eric,POR
