,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
1251,Robbie Russell,RSL,D,22.0,21.0,1915.0,1.0,5.0,9.0,6.0,0.0,1.0,0.0,0.05,11.1,2010,REG,2.0,4.0,1.0,0.23,66.7,8.0,8.0,0.0,0.0,0.0,0.0,0.0,Russell,Robbie,RSL,RSL,Russell,Robbie,D-M,RSL,114000.0,119751.43,2010-08-12
1252,Justin Mapp,CHI,M,25.0,16.0,1407.0,1.0,5.0,17.0,7.0,1.0,0.0,1.0,0.06,5.9,2010,REG,2.0,4.0,1.0,0.32,41.2,16.0,30.0,2.0,1.0,0.0,0.0,0.0,Mapp,Justin,CHI,PHI,Mapp,Justin,M,PHI,162000.0,170333.33,2010-08-12
1255,Chris Tierney,NE,D-M,27.0,26.0,2238.0,1.0,4.0,22.0,13.0,0.0,1.0,0.0,0.04,4.5,2010,REG,3.0,2.0,2.0,0.16,59.1,12.0,15.0,1.0,0.0,0.0,0.0,0.0,Tierney,Chris,NE,NE,Tierney,Chris,D-M,NE,40000.0,40000.0,2010-08-12
1256,Logan Pause,CHI,M,26.0,26.0,2258.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,0.04,16.7,2010,REG,0.0,1.0,2.0,0.12,16.7,18.0,22.0,0.0,2.0,0.0,0.0,0.0,Pause,Logan,CHI,CHI,Pause,Logan,M,CHI,160000.0,168125.0,2010-08-12
1257,James Riley,SEA,D,27.0,27.0,2418.0,1.0,3.0,8.0,2.0,0.0,0.0,1.0,0.04,12.5,2010,REG,0.0,1.0,2.0,0.11,25.0,20.0,21.0,1.0,4.0,0.0,0.0,0.0,Riley,James,SEA,SEA,Riley,James,D,SEA,72450.0,76075.0,2010-08-12
1259,Rodolfo Espinoza,CHV,M,15.0,14.0,1156.0,1.0,3.0,17.0,3.0,0.0,1.0,0.0,0.08,5.9,2010,REG,1.0,2.0,1.0,0.23,17.6,13.0,14.0,1.0,3.0,0.0,0.0,0.0,Espinoza,Rodolfo,CHV,CHV,Espinoza,Rodolfo,M,CHV,216000.0,218500.0,2010-08-12
1260,Brad Evans,SEA,D-M,12.0,11.0,965.0,1.0,3.0,18.0,8.0,1.0,1.0,0.0,0.09,5.6,2010,REG,2.0,2.0,1.0,0.28,44.4,7.0,9.0,5.0,1.0,0.0,0.0,0.0,Evans,Brad,SEA,SEA,Evans,Brad,F,SEA,110000.0,123750.0,2010-08-12
1262,Macoumba Kandji,COL,F,20.0,12.0,1129.0,1.0,3.0,22.0,6.0,1.0,0.0,1.0,0.08,4.5,2010,REG,0.0,3.0,0.0,0.24,27.3,36.0,20.0,19.0,1.0,0.0,0.0,0.0,Kandji,Macoumba,COL,NY,Kandji,Macoumba,F,NY,85000.0,112988.37,2010-08-12
1264,Tony Tchani,VAN,M,27.0,17.0,1610.0,1.0,3.0,25.0,8.0,0.0,1.0,0.0,0.06,4.0,2010,REG,1.0,2.0,1.0,0.17,32.0,43.0,23.0,0.0,3.0,0.0,0.0,0.0,Tchani,Tony,VAN,NY,Tchani,Tony,M,NY,75000.0,179000.0,2010-08-12
1265,Osvaldo Alonso,SEA,M,23.0,21.0,1874.0,1.0,3.0,30.0,9.0,1.0,1.0,0.0,0.05,3.3,2010,REG,0.0,2.0,1.0,0.14,30.0,28.0,26.0,0.0,4.0,0.0,0.0,0.0,Alonso,Osvaldo,SEA,SEA,Alonso,Osvaldo,M,SEA,67925.0,68737.5,2010-08-12
1266,Eddie Robinson,HOU,D,23.0,19.0,1636.0,1.0,2.0,7.0,1.0,0.0,1.0,0.0,0.06,14.3,2010,REG,2.0,2.0,0.0,0.11,14.3,25.0,16.0,0.0,3.0,0.0,0.0,0.0,Robinson,Eddie,HOU,HOU,Robinson,Eddie,D,HOU,135000.0,145000.0,2010-08-12
1267,Chad Marshall,SEA,D,24.0,24.0,2160.0,1.0,2.0,11.0,3.0,0.0,0.0,1.0,0.04,9.1,2010,REG,0.0,1.0,1.0,0.08,27.3,16.0,13.0,1.0,0.0,0.0,0.0,0.0,Marshall,Chad,SEA,CLB,Marshall,Chad,D,CLB,250000.0,320000.0,2010-08-12
1268,Ramiro Corrales,SJ,M,20.0,18.0,1677.0,1.0,2.0,12.0,4.0,0.0,1.0,0.0,0.05,8.3,2010,REG,1.0,2.0,0.0,0.11,33.3,17.0,20.0,2.0,4.0,0.0,0.0,0.0,Corrales,Ramiro,SJ,SJ,Corrales,Ramiro,M,SJ,150000.0,160625.0,2010-08-12
1269,Nathan Sturgis,SEA,M,20.0,16.0,1483.0,1.0,2.0,12.0,4.0,0.0,0.0,1.0,0.06,8.3,2010,REG,1.0,2.0,0.0,0.12,33.3,11.0,31.0,1.0,1.0,0.0,1.0,1.0,Sturgis,Nathan,SEA,SEA,Sturgis,Nathan,D-M,SEA,65000.0,69250.0,2010-08-12
1270,Jacob Peterson,ATL,F,24.0,15.0,1267.0,1.0,2.0,18.0,4.0,0.0,1.0,0.0,0.07,5.6,2010,REG,2.0,1.0,1.0,0.14,22.2,6.0,16.0,1.0,0.0,0.0,0.0,0.0,Peterson,Jacob,ATL,TOR,Peterson,Jacob,F,TFC,125000.0,143000.0,2010-08-12
1271,Dax McCarty,CHI,M,21.0,18.0,1604.0,1.0,2.0,18.0,6.0,0.0,0.0,1.0,0.06,5.6,2010,REG,1.0,0.0,2.0,0.11,33.3,17.0,25.0,1.0,4.0,0.0,0.0,0.0,McCarty,Dax,CHI,DAL,McCarty,Dax,M,DAL,145000.0,165000.0,2010-08-12
1272,Brandon McDonald,SJ,D,29.0,28.0,2429.0,1.0,2.0,19.0,4.0,0.0,0.0,1.0,0.04,5.3,2010,REG,1.0,1.0,1.0,0.07,21.1,22.0,20.0,1.0,1.0,1.0,0.0,0.0,McDonald,Brandon,SJ,SJ,McDonald,Brandon,M,SJ,40000.0,40000.0,2010-08-12
1273,Danleigh Borman,NY,D,18.0,13.0,1179.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.08,25.0,2010,REG,0.0,0.0,1.0,0.08,50.0,13.0,4.0,0.0,4.0,0.0,0.0,0.0,Borman,Danleigh,NY,NY,Borman,Danleigh,M,NY,40000.0,40000.0,2010-08-12
1274,Tyrone Marshall,SEA,D,20.0,14.0,1419.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.06,25.0,2010,REG,1.0,0.0,1.0,0.06,75.0,16.0,12.0,0.0,5.0,0.0,0.0,0.0,Marshall,Tyrone,SEA,SEA,Marshall,Tyrone,D,SEA,165375.0,169125.0,2010-08-12
1278,Todd Dunivant,LA,D,27.0,27.0,2409.0,1.0,1.0,7.0,4.0,0.0,0.0,1.0,0.04,14.3,2010,REG,0.0,1.0,0.0,0.04,57.1,19.0,20.0,3.0,2.0,0.0,0.0,0.0,Dunivant,Todd,LA,LA,Dunivant,Todd,D,LA,120000.0,126750.0,2010-08-12
1279,Steven Kinney,CHI,D,13.0,10.0,963.0,1.0,1.0,8.0,3.0,1.0,0.0,1.0,0.09,12.5,2010,REG,1.0,1.0,0.0,0.09,37.5,8.0,7.0,0.0,2.0,0.0,0.0,0.0,Kinney,Steven,CHI,CHI,Kinney,Steven,D,CHI,40000.0,40000.0,2010-08-12
1280,Jordan Harvey,LFC,D,30.0,29.0,2620.0,1.0,1.0,9.0,3.0,0.0,0.0,1.0,0.03,11.1,2010,REG,0.0,0.0,1.0,0.03,33.3,28.0,16.0,2.0,3.0,0.0,0.0,0.0,Harvey,Jordan,LAFC,PHI,Harvey,Jordan,D,PHI,55000.0,56250.0,2010-08-12
1281,Bobby Burling,SJ,D,18.0,16.0,1410.0,1.0,1.0,9.0,3.0,0.0,1.0,0.0,0.06,11.1,2010,REG,1.0,0.0,1.0,0.06,33.3,18.0,9.0,0.0,5.0,0.0,0.0,0.0,Burling,Bobby,SJ,SJ,Burling,Bobby,D,SJ,40000.0,40000.0,2010-08-12
1283,Sinisa Ubiparipovic,NY,F-M,18.0,11.0,932.0,1.0,1.0,11.0,4.0,0.0,1.0,0.0,0.1,9.1,2010,REG,0.0,0.0,1.0,0.1,36.4,14.0,22.0,1.0,0.0,0.0,0.0,0.0,Ubiparipovic,Sinisa,NY,NY,Ubiparipovic,Sinisa,M,NY,40000.0,40000.0,2010-08-12
1284,Pat Noonan,SEA,F,12.0,8.0,682.0,1.0,1.0,11.0,3.0,0.0,0.0,1.0,0.13,9.1,2010,REG,0.0,1.0,0.0,0.13,27.3,4.0,5.0,11.0,0.0,0.0,0.0,1.0,Noonan,Pat,SEA,SEA,Noonan,Pat,F,SEA,96000.0,96000.0,2010-08-12
1285,Joey Gjertsen,SJ,M,18.0,16.0,1220.0,1.0,1.0,12.0,5.0,0.0,1.0,0.0,0.07,8.3,2010,REG,1.0,1.0,0.0,0.07,41.7,6.0,8.0,1.0,0.0,0.0,0.0,0.0,Gjertsen,Joey,SJ,SJ,Gjertsen,Joey,M,SJ,65000.0,73625.0,2010-08-12
1286,Eric Avila,DAL,M,18.0,1.0,452.0,1.0,1.0,14.0,7.0,0.0,1.0,0.0,0.2,7.1,2010,REG,0.0,1.0,0.0,0.2,50.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,Avila,Eric,DAL,DAL,Avila,Eric,M,DAL,75000.0,108000.0,2010-08-12
1288,Khari Stephenson,SJ,M,11.0,11.0,776.0,1.0,1.0,18.0,6.0,0.0,0.0,1.0,0.12,5.6,2010,REG,1.0,1.0,0.0,0.12,33.3,12.0,10.0,1.0,1.0,0.0,0.0,0.0,Stephenson,Khari,SJ,SJ,Stephenson,Khari,M,SJ,151500.0,167333.33,2010-08-12
1289,Mike Magee,LA,M,16.0,9.0,789.0,1.0,1.0,19.0,8.0,1.0,0.0,1.0,0.11,5.3,2010,REG,0.0,1.0,0.0,0.11,42.1,10.0,9.0,5.0,2.0,0.0,0.0,0.0,Magee,Mike,LA,LA,Magee,Mike,F,LA,93500.0,96000.0,2010-08-12
1290,Will Johnson,OCS,F-M,28.0,24.0,2184.0,1.0,1.0,40.0,12.0,0.0,1.0,0.0,0.04,2.5,2010,REG,0.0,1.0,0.0,0.04,30.0,23.0,25.0,6.0,3.0,0.0,0.0,0.0,Johnson,Will,ORL,RSL,Johnson,Will,F,RSL,76320.0,89891.43,2010-08-12
1291,Carl Robinson,NY,M,10.0,3.0,365.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,100.0,2010,REG,0.0,0.0,0.0,0.0,100.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,Robinson,Carl,NY,NY,Robinson,Carl,M,NY,300000.0,315000.0,2010-08-12
1293,Carlos Borja,CHV,D,8.0,4.0,456.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.2,50.0,2010,REG,0.0,0.0,0.0,0.0,100.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,Borja,Carlos,CHV,CHV,Borja,Carlos,M,CHV,40000.0,40000.0,2010-08-12
1294,Leandre Griffit,CLB,M,3.0,0.0,43.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.09,50.0,2010,REG,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Griffit,Leandre,CLB,CLB,Griffit,Leandre,M,CLB,40008.0,40008.0,2010-08-12
1296,Samuel Appiah,HOU,M,2.0,0.0,37.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.43,50.0,2010,REG,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Appiah,Samuel,HOU,HOU,Appiah,Samuel,M,HOU,40000.0,40000.0,2010-08-12
1298,Steven Beitashour,LFC,D,8.0,7.0,640.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.14,25.0,2010,REG,0.0,0.0,0.0,0.0,75.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,Beitashour,Steven,LAFC,SJ,Beitashour,Steven,D,SJ,40000.0,40000.0,2010-08-12
1299,John Thorrington,CHI,M,5.0,5.0,397.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.23,25.0,2010,REG,0.0,0.0,0.0,0.0,50.0,4.0,6.0,0.0,1.0,0.0,1.0,1.0,Thorrington,John,CHI,CHI,Thorrington,John,M,CHI,177000.0,189500.0,2010-08-12
1301,Eric Brunner,CLB,D,14.0,13.0,1145.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.08,16.7,2010,REG,0.0,0.0,0.0,0.0,33.3,6.0,8.0,0.0,2.0,0.0,0.0,0.0,Brunner,Eric,CLB,CLB,Brunner,Eric,D,CLB,40000.0,40000.0,2010-08-12
1302,Wilman Conde,CHI,D,25.0,22.0,2019.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.04,16.7,2010,REG,0.0,0.0,0.0,0.0,33.3,41.0,14.0,1.0,10.0,1.0,0.0,0.0,Conde,Wilman,CHI,CHI,Conde,Wilman,D,CHI,180000.0,200000.0,2010-08-12
1303,Carey Talley,DC,D,16.0,14.0,1181.0,1.0,0.0,6.0,2.0,1.0,1.0,0.0,0.08,16.7,2010,REG,0.0,0.0,0.0,0.0,33.3,15.0,7.0,0.0,3.0,0.0,1.0,1.0,Talley,Carey,DC,DC,Talley,Carey,D,DC,99996.0,99996.0,2010-08-12
1304,Maykel Galindo,CHV,F,6.0,4.0,343.0,1.0,0.0,6.0,4.0,0.0,0.0,1.0,0.26,16.7,2010,REG,0.0,0.0,0.0,0.0,66.7,2.0,3.0,9.0,0.0,0.0,0.0,0.0,Galindo,Maykel,CHV,CHV,Galindo,Maykel,F,CHV,96498.0,96498.0,2010-08-12
1305,Brian Carroll,CLB,M,28.0,27.0,2390.0,1.0,0.0,7.0,3.0,0.0,1.0,0.0,0.04,14.3,2010,REG,0.0,0.0,0.0,0.0,42.9,28.0,9.0,1.0,3.0,0.0,0.0,0.0,Carroll,Brian,CLB,CLB,Carroll,Brian,M,CLB,140569.0,144319.0,2010-08-12
1307,Tim Ream,NY,D,30.0,30.0,2700.0,1.0,0.0,7.0,4.0,1.0,1.0,0.0,0.03,14.3,2010,REG,0.0,0.0,0.0,0.0,57.1,13.0,6.0,0.0,2.0,0.0,0.0,0.0,Ream,Tim,NY,NY,Ream,Tim,D,NY,40000.0,40000.0,2010-08-12
1308,Roger Levesque,SEA,M,16.0,5.0,510.0,1.0,0.0,8.0,5.0,1.0,0.0,1.0,0.18,12.5,2010,REG,0.0,0.0,0.0,0.0,62.5,8.0,8.0,5.0,0.0,0.0,0.0,0.0,Levesque,Roger,SEA,SEA,Levesque,Roger,F,SEA,40000.0,40000.08,2010-08-12
1309,Ugo Ihemelu,DAL,D,19.0,18.0,1558.0,1.0,0.0,8.0,3.0,1.0,0.0,1.0,0.06,12.5,2010,REG,0.0,0.0,0.0,0.0,37.5,14.0,15.0,0.0,3.0,0.0,0.0,0.0,Ihemelu,Ugo,DAL,DAL,Ihemelu,Ugo,D,DAL,150000.0,150000.0,2010-08-12
1310,Jimmy Conrad,KC,D,26.0,26.0,2282.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,0.04,12.5,2010,REG,0.0,0.0,0.0,0.0,37.5,16.0,12.0,4.0,6.0,0.0,0.0,0.0,Conrad,Jimmy,KC,KC,Conrad,Jimmy,D,KC,232750.0,244000.0,2010-08-12
1311,Joseph Ngwenya,HOU,F,12.0,6.0,589.0,1.0,0.0,8.0,2.0,0.0,1.0,0.0,0.15,12.5,2010,REG,0.0,0.0,0.0,0.0,25.0,14.0,17.0,7.0,1.0,2.0,0.0,0.0,Ngwenya,Joseph,HOU,HOU,Ngwenya,Joseph,M/F,HOU,72000.0,72000.0,2010-08-12
1312,Dema Kovalenko,LA,M,9.0,8.0,712.0,1.0,0.0,8.0,6.0,1.0,1.0,0.0,0.13,12.5,2010,REG,0.0,0.0,0.0,0.0,75.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,Kovalenko,Dema,LA,LA,Kovalenko,Dema,M,LA,136500.0,144118.75,2010-08-12
1313,Chris Wingert,RSL,D,24.0,22.0,1985.0,1.0,0.0,9.0,2.0,0.0,0.0,1.0,0.05,11.1,2010,REG,0.0,0.0,0.0,0.0,22.2,26.0,15.0,1.0,4.0,0.0,0.0,0.0,Wingert,Chris,RSL,RSL,Wingert,Chris,D,RSL,125000.0,125000.0,2010-08-12
1314,Quincy Amarikwa,SJ,F,14.0,2.0,245.0,1.0,0.0,9.0,3.0,0.0,1.0,0.0,0.37,11.1,2010,REG,0.0,0.0,0.0,0.0,33.3,13.0,6.0,3.0,0.0,0.0,0.0,0.0,Amarikwa,Quincy,SJ,COL,Amarikwa,Quincy,F,COL,40000.0,40000.0,2010-08-12
1315,Chukwudi Chijindu,CHV,M,12.0,2.0,308.0,1.0,0.0,9.0,3.0,1.0,1.0,0.0,0.29,11.1,2010,REG,0.0,0.0,0.0,0.0,33.3,8.0,7.0,2.0,0.0,0.0,0.0,0.0,Chijindu,Chukwudi,CHV,CHV,Chijindu,Chukwudi,M,CHV,40000.0,40000.0,2010-08-12
1317,Shea Salinas,SJ,M,17.0,7.0,795.0,1.0,0.0,11.0,7.0,0.0,0.0,1.0,0.11,9.1,2010,REG,0.0,0.0,0.0,0.0,63.6,8.0,11.0,2.0,0.0,0.0,0.0,0.0,Salinas,Shea,SJ,PHI,Salinas,Shea,M,PHI,40000.0,40000.0,2010-08-12
1318,Julius James,DC,D,22.0,16.0,1682.0,1.0,0.0,12.0,3.0,1.0,0.0,1.0,0.05,8.3,2010,REG,0.0,0.0,0.0,0.0,25.0,38.0,16.0,0.0,7.0,0.0,0.0,0.0,James,Julius,DC,DC,James,Julius,D,DC,52085.0,61460.0,2010-08-12
1319,Drew Moor,TOR,D,30.0,30.0,2700.0,1.0,0.0,14.0,7.0,1.0,1.0,0.0,0.03,7.1,2010,REG,0.0,0.0,0.0,0.0,50.0,14.0,22.0,1.0,2.0,0.0,0.0,0.0,Moor,Drew,TOR,COL,Moor,Drew,D,COL,145200.0,162388.89,2010-08-12
1321,Graham Zusi,SKC,D,19.0,4.0,540.0,1.0,0.0,15.0,5.0,0.0,1.0,0.0,0.17,6.7,2010,REG,0.0,0.0,0.0,0.0,33.3,11.0,6.0,1.0,2.0,0.0,0.0,0.0,Zusi,Graham,KC,KC,Zusi,Graham,F-M,KC,40000.0,40000.0,2010-08-12
1322,Paulo Nagamura,CHV,M,15.0,15.0,1327.0,1.0,0.0,21.0,8.0,0.0,1.0,0.0,0.07,4.8,2010,REG,0.0,0.0,0.0,0.0,38.1,22.0,23.0,0.0,3.0,0.0,0.0,0.0,Nagamura,Paulo,CHV,CHV,Nagamura,Paulo,M,CHV,192000.0,197500.0,2010-08-12
1323,Cornell Glen,SJ,F,21.0,10.0,947.0,1.0,0.0,32.0,10.0,0.0,0.0,1.0,0.1,3.1,2010,REG,0.0,0.0,0.0,0.0,31.3,17.0,17.0,24.0,1.0,0.0,0.0,0.0,Glen,Cornell,SJ,SJ,Glen,Cornell,F,SJ,85000.0,99875.0,2010-08-12
1324,Robbie Rogers,CLB,D,20.0,17.0,1547.0,1.0,0.0,40.0,9.0,1.0,1.0,0.0,0.06,2.5,2010,REG,0.0,0.0,0.0,0.0,22.5,17.0,31.0,12.0,1.0,0.0,0.0,0.0,Rogers,Robbie,CLB,CLB,Rogers,Robbie,M-F,CLB,115000.0,115000.0,2010-08-12
1325,Sean Franklin,LA,D,25.0,24.0,2126.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,3.0,5.0,1.0,0.25,22.2,14.0,9.0,2.0,1.0,0.0,0.0,0.0,Franklin,Sean,LA,LA,Franklin,Sean,D,LA,73535.0,87285.0,2010-08-12
1326,Roger Torres,PHI,M,21.0,10.0,958.0,0.0,6.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,4.0,0.56,57.9,16.0,11.0,2.0,4.0,0.0,0.0,0.0,Torres,Roger,PHI,PHI,Torres,Roger,M,PHI,96000.0,99125.0,2010-08-12
1327,Heath Pearce,DAL,D,28.0,27.0,2414.0,0.0,6.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,2.0,4.0,2.0,0.22,6.5,21.0,9.0,0.0,5.0,0.0,0.0,0.0,Pearce,Heath,DAL,DAL,Pearce,Heath,D,DAL,198000.0,207500.0,2010-08-12
1328,Michael Harrington,KC,D,29.0,29.0,2560.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,2.0,2.0,2.0,0.14,66.7,21.0,18.0,0.0,3.0,0.0,0.0,0.0,Harrington,Michael,KC,KC,Harrington,Michael,M-D,KC,78516.0,97266.0,2010-08-12
1329,Richard Mulrooney,HOU,M,23.0,19.0,1671.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,3.0,0.0,0.16,0.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,Mulrooney,Richard,HOU,HOU,Mulrooney,Richard,M,HOU,120000.0,125000.0,2010-08-12
1331,Mariano Trujillo,CHV,D,28.0,28.0,2517.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,1.0,0.11,20.0,35.0,16.0,1.0,7.0,1.0,0.0,0.0,Trujillo,Mariano,CHV,CHV,Trujillo,Mariano,M,CHV,94500.0,94500.0,2010-08-12
1332,Kosuke Kimura,COL,D,23.0,21.0,1931.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,1.0,0.14,33.3,8.0,19.0,1.0,0.0,0.0,0.0,0.0,Kimura,Kosuke,COL,COL,Kimura,Kosuke,D,COL,57750.0,57750.0,2010-08-12
1333,Michael Lahoud,CHV,M,23.0,20.0,1684.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,2.0,1.0,0.16,25.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,Lahoud,Michael,CHV,CHV,Lahoud,Michael,M,CHV,45100.0,54475.0,2010-08-12
1334,Nate Jaqua,SEA,F,15.0,3.0,409.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,0.0,3.0,0.66,55.6,6.0,7.0,2.0,2.0,0.0,0.0,0.0,Jaqua,Nate,SEA,SEA,Jaqua,Nate,F,SEA,150000.0,157000.0,2010-08-12
1335,Craig Rocastle,KC,M,23.0,18.0,1470.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,1.0,0.18,10.0,27.0,31.0,1.0,4.0,1.0,0.0,0.0,Rocastle,Craig,KC,KC,Rocastle,Craig,M,KC,96000.0,102062.5,2010-08-12
1336,Corey Ashe,HOU,M,27.0,19.0,1650.0,0.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,3.0,0.0,0.16,33.3,6.0,33.0,5.0,0.0,0.0,0.0,0.0,Ashe,Corey,HOU,HOU,Ashe,Corey,M,HOU,40000.0,40000.0,2010-08-12
1337,Chris Klein,LA,M,11.0,3.0,303.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,0.0,2.0,0.59,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,Klein,Chris,LA,LA,Klein,Chris,M,LA,96000.0,101000.0,2010-08-12
1338,Rodney Wallace,NYC,F,11.0,11.0,924.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,0.0,0.19,25.0,11.0,11.0,0.0,2.0,0.0,0.0,0.0,Wallace,Rodney,NYCFC,DC,Wallace,Rodney,M-D,DC,75000.0,124000.0,2010-08-12
1339,Chris Albright,NY,D,18.0,18.0,1585.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,0.0,0.11,28.6,13.0,5.0,0.0,3.0,0.0,0.0,0.0,Albright,Chris,NY,NY,Albright,Chris,D,NY,84000.0,84000.0,2010-08-12
1340,Frankie Hejduk,CLB,D,20.0,20.0,1736.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,0.0,2.0,0.1,50.0,25.0,24.0,1.0,4.0,1.0,0.0,0.0,Hejduk,Frankie,CLB,CLB,Hejduk,Frankie,M,CLB,120000.0,127500.0,2010-08-12
1342,Roy Miller,POR,D,25.0,21.0,1948.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,0.0,2.0,0.09,33.3,29.0,6.0,1.0,5.0,1.0,0.0,0.0,Miller,Roy,POR,NY,Miller,Roy,M,NY,99996.0,99996.0,2010-08-12
1343,Julian de Guzman,TOR,M,25.0,21.0,2014.0,0.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,0.0,0.09,31.3,37.0,40.0,2.0,8.0,1.0,0.0,0.0,de Guzman,Julian,TOR,TOR,de Guzman,Julian,M,TFC,1670796.0,1717546.0,2010-08-12
1344,Jonathan Bornstein,CHV,D,21.0,17.0,1673.0,0.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,0.0,0.11,43.8,10.0,11.0,4.0,0.0,0.0,0.0,0.0,Bornstein,Jonathan,CHV,CHV,Bornstein,Jonathan,D,CHV,100000.0,100000.0,2010-08-12
1345,Chris Birchall,LA,M,25.0,23.0,1973.0,0.0,2.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,1.0,1.0,0.09,25.8,28.0,13.0,0.0,5.0,0.0,0.0,0.0,Birchall,Chris,LA,LA,Birchall,Chris,M,LA,132000.0,145125.0,2010-08-12
1346,Jason Hernandez,SJ,D,27.0,27.0,2412.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,0.0,1.0,0.04,0.0,5.0,7.0,0.0,2.0,1.0,0.0,0.0,Hernandez,Jason,SJ,SJ,Hernandez,Jason,D,SJ,125000.0,125000.0,2010-08-12
1347,Carlos Mendes,NY,D,21.0,20.0,1785.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,1.0,0.0,0.05,0.0,22.0,4.0,0.0,5.0,1.0,0.0,0.0,Mendes,Carlos,NY,NY,Mendes,Carlos,D,NY,89250.0,92375.0,2010-08-12
1348,Tyson Wahl,SEA,D,4.0,2.0,241.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,1.0,0.0,0.37,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,Wahl,Tyson,SEA,SEA,Wahl,Tyson,D,SEA,49400.0,52300.0,2010-08-12
1349,Anthony Wallace,COL,D,9.0,7.0,571.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,1.0,0.0,0.16,50.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,Wallace,Anthony,COL,COL,Wallace,Anthony,D-M,COL,57500.0,57500.0,2010-08-12
1350,Jonathan Leathers,KC,D,8.0,3.0,356.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,1.0,0.0,0.25,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Leathers,Jonathan,KC,KC,Leathers,Jonathan,D,KC,40000.0,40000.0,2010-08-12
