,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
2135,Emilio Rentería,CLB,F,27.0,16.0,1542.0,3.0,3.0,50.0,14.0,2.0,2.0,1.0,0.18,6.0,2012,REG,2.0,2.0,1.0,0.18,28.0,31.0,42.0,17.0,4.0,0.0,0.0,0.0,Rentería,Emilio,CLB,,,,,,,,
2144,Aurélien Collin,NY,D,29.0,28.0,2490.0,3.0,1.0,28.0,7.0,1.0,2.0,1.0,0.11,10.7,2012,REG,0.0,0.0,1.0,0.04,25.0,57.0,28.0,5.0,6.0,0.0,0.0,0.0,Collin,Aurélien,NY,,,,,,,,
2158,Sebastián Grazzini,CHI,M,14.0,14.0,1103.0,2.0,5.0,30.0,15.0,0.0,2.0,0.0,0.16,6.7,2012,REG,1.0,2.0,3.0,0.41,50.0,18.0,22.0,2.0,4.0,0.0,1.0,2.0,Grazzini,Sebastián,CHI,,,,,,,,
2165,Andre Hainault,HOU,D,25.0,24.0,2035.0,2.0,3.0,12.0,6.0,2.0,1.0,1.0,0.09,16.7,2012,REG,1.0,3.0,0.0,0.13,50.0,25.0,6.0,4.0,2.0,0.0,0.0,0.0,Hainault,Andre,HOU,,,,,,,,
2177,Paulo Jr.,RSL,F,22.0,12.0,848.0,2.0,2.0,26.0,12.0,1.0,1.0,1.0,0.21,7.7,2012,REG,1.0,1.0,1.0,0.21,46.2,13.0,7.0,12.0,0.0,0.0,1.0,1.0,Jr.,Paulo,RSL,,,,,,,,
2178,Fernando Cárdenas,NE,F,27.0,9.0,1016.0,2.0,2.0,27.0,10.0,1.0,1.0,1.0,0.18,7.4,2012,REG,0.0,1.0,1.0,0.18,37.0,13.0,14.0,5.0,1.0,1.0,0.0,0.0,Cárdenas,Fernando,NE,,,,,,,,
2186,Víctor Bernárdez,SJ,D,24.0,24.0,2088.0,2.0,1.0,19.0,4.0,1.0,2.0,0.0,0.09,10.5,2012,REG,1.0,0.0,1.0,0.04,21.1,30.0,17.0,1.0,6.0,0.0,0.0,0.0,Bernárdez,Víctor,SJ,,,,,,,,
2193,A.J. Soares,NE,D,30.0,30.0,2611.0,2.0,0.0,11.0,5.0,1.0,0.0,2.0,0.07,18.2,2012,REG,0.0,0.0,0.0,0.0,45.5,29.0,23.0,1.0,3.0,0.0,0.0,0.0,Soares,A.J.,NE,,,,,,,,
2195,José Erick Correa,CHV,F,16.0,7.0,695.0,2.0,0.0,15.0,3.0,1.0,1.0,1.0,0.26,13.3,2012,REG,0.0,0.0,0.0,0.0,20.0,13.0,10.0,3.0,1.0,0.0,1.0,1.0,Erick Correa,José,CHV,,,,,,,,
2201,Jerry Bengtson,HON,F,13.0,10.0,942.0,2.0,0.0,22.0,8.0,0.0,1.0,1.0,0.19,9.1,2012,REG,0.0,0.0,0.0,0.0,36.4,15.0,17.0,9.0,1.0,0.0,0.0,0.0,Bengtson,Jerry,UNK,,,,,,,,
2202,Carlos Valdés,PHI,D,33.0,33.0,2923.0,2.0,0.0,24.0,5.0,1.0,2.0,0.0,0.06,8.3,2012,REG,0.0,0.0,0.0,0.0,20.8,36.0,34.0,1.0,4.0,0.0,0.0,0.0,Valdés,Carlos,PHI,,,,,,,,
2216,Pável Pardo,CHI,M,28.0,27.0,2386.0,1.0,4.0,25.0,8.0,1.0,1.0,0.0,0.04,4.0,2012,REG,1.0,2.0,2.0,0.15,32.0,19.0,19.0,1.0,4.0,0.0,0.0,0.0,Pardo,Pável,CHI,,,,,,,,
2238,Jose Villarreal,OCS,F,10.0,0.0,122.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.74,33.3,2012,REG,1.0,1.0,0.0,0.74,66.7,7.0,2.0,0.0,1.0,0.0,0.0,0.0,Villarreal,Jose,ORL,,,,,,,,
2240,Sebastián Miranda,CLB,D,33.0,33.0,2882.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,0.03,16.7,2012,REG,0.0,1.0,0.0,0.03,33.3,18.0,9.0,1.0,3.0,0.0,0.0,0.0,Miranda,Sebastián,CLB,,,,,,,,
2244,Martín Bonjour,VAN,D,28.0,27.0,2396.0,1.0,1.0,8.0,2.0,0.0,1.0,0.0,0.04,12.5,2012,REG,0.0,0.0,1.0,0.04,25.0,43.0,16.0,2.0,7.0,0.0,0.0,0.0,Bonjour,Martín,VAN,,,,,,,,
2253,Jair Benítez,DAL,D,28.0,27.0,2397.0,1.0,1.0,15.0,3.0,0.0,1.0,0.0,0.04,6.7,2012,REG,0.0,0.0,1.0,0.04,20.0,16.0,48.0,0.0,3.0,1.0,0.0,1.0,Benítez,Jair,DAL,,,,,,,,
2278,Hernán Pertúz,DAL,D,30.0,24.0,2116.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.04,14.3,2012,REG,0.0,0.0,0.0,0.0,28.6,22.0,10.0,0.0,0.0,0.0,0.0,0.0,Pertúz,Hernán,DAL,,,,,,,,
2279,Bernardo Añor,CLB,M,11.0,5.0,493.0,1.0,0.0,7.0,2.0,1.0,0.0,1.0,0.18,14.3,2012,REG,0.0,0.0,0.0,0.0,28.6,13.0,10.0,0.0,3.0,0.0,0.0,0.0,Añor,Bernardo,CLB,,,,,,,,
2282,Christian Wilhelmsson,LA,M,5.0,4.0,303.0,1.0,0.0,9.0,2.0,0.0,1.0,0.0,0.3,11.1,2012,REG,0.0,0.0,0.0,0.0,22.2,8.0,6.0,3.0,0.0,0.0,0.0,0.0,Christian Wilhelmsson,,LA,,,,,,,,
2284,José Moreno,NE,F,7.0,5.0,376.0,1.0,0.0,10.0,7.0,0.0,1.0,0.0,0.24,10.0,2012,REG,0.0,0.0,0.0,0.0,70.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,Moreno,José,NE,,,,,,,,
2287,Carlos Rodríguez,DAL,M,24.0,12.0,1303.0,1.0,0.0,14.0,5.0,0.0,0.0,1.0,0.07,7.1,2012,REG,0.0,0.0,0.0,0.0,35.7,24.0,30.0,2.0,1.0,0.0,0.0,0.0,Rodríguez,Carlos,DAL,,,,,,,,
2288,Josué Martínez,PHI,F,18.0,6.0,594.0,1.0,0.0,14.0,6.0,0.0,1.0,0.0,0.15,7.1,2012,REG,0.0,0.0,0.0,0.0,42.9,15.0,7.0,9.0,1.0,0.0,0.0,0.0,Martínez,Josué,PHI,,,,,,,,
2289,Dimitry Imbongo,NE,F,9.0,4.0,382.0,1.0,0.0,15.0,3.0,1.0,1.0,0.0,0.24,6.7,2012,REG,0.0,0.0,0.0,0.0,20.0,16.0,18.0,5.0,2.0,0.0,0.0,0.0,Imbongo,Dimitry,NE,,,,,,,,
2295,Júlio César,KC,D,27.0,25.0,2071.0,1.0,0.0,18.0,2.0,0.0,1.0,0.0,0.04,5.6,2012,REG,0.0,0.0,0.0,0.0,11.1,32.0,20.0,0.0,4.0,0.0,0.0,0.0,César,Júlio,KC,,,,,,,,
2307,Rafa Márquez,NY,M,15.0,13.0,987.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,1.0,2.0,1.0,0.27,16.7,15.0,19.0,0.0,3.0,0.0,0.0,0.0,Márquez,Rafa,NY,,,,,,,,
2314,Nemanja Vukovic,CLB,D,15.0,12.0,1113.0,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,2012,REG,1.0,2.0,1.0,0.24,20.0,12.0,9.0,0.0,2.0,0.0,0.0,0.0,Vukovic,Nemanja,CLB,,,,,,,,
2330,Tony Beltran,RSL,D,32.0,32.0,2857.0,0.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2012,REG,1.0,2.0,0.0,0.06,33.3,28.0,28.0,3.0,4.0,0.0,0.0,0.0,Beltran,Tony,RSL,,,,,,,,
2334,Dilly Duka,CLB,M,20.0,14.0,1073.0,0.0,2.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,2012,REG,1.0,0.0,2.0,0.17,16.7,27.0,9.0,0.0,3.0,0.0,0.0,0.0,Duka,Dilly,CLB,,,,,,,,
2343,Matt Stinson,TOR,M,4.0,1.0,89.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,1.0,0.0,1.01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Stinson,Matt,TOR,,,,,,,,
2363,Jhon Kennedy Hurtado,SEA,D,22.0,20.0,1791.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,1.0,0.0,1.0,0.05,0.0,27.0,11.0,0.0,1.0,1.0,0.0,0.0,Kennedy Hurtado,Jhon,SEA,,,,,,,,
2365,Jámison Olave,RSL,D,21.0,21.0,1734.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,1.0,0.0,0.05,0.0,27.0,17.0,0.0,5.0,1.0,0.0,0.0,Olave,Jámison,RSL,,,,,,,,
2377,Dan Gargan,CHI,D,22.0,19.0,1754.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,1.0,0.0,0.05,16.7,38.0,12.0,1.0,5.0,0.0,0.0,0.0,Gargan,Dan,CHI,,,,,,,,
2388,Mike Seamon,SEA,M-F,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seamon,Mike,SEA,,,,,,,,
2392,Digao,NY,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Digao,NY,,,,,,,,
2398,Birahim Diop,KC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diop,Birahim,KC,,,,,,,,
2400,Leonardo,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Leonardo,HOU,,,,,,,,
2405,Chris Taylor,POR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taylor,Chris,POR,,,,,,,,
2407,Davy Armstrong,COL,M,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Armstrong,Davy,COL,,,,,,,,
2409,Steven Emory,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emory,Steven,COL,,,,,,,,
2411,Tom Heinemann,CLB,F,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Heinemann,Tom,CLB,,,,,,,,
2415,Dan Keat,LA,M,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Keat,Dan,LA,,,,,,,,
2426,Pari Pantazopoulos,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pantazopoulos,Pari,CHI,,,,,,,,
2427,Josh Janniere,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Janniere,Josh,COL,,,,,,,,
2428,Jimmy McLaughlin,PHI,M,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,McLaughlin,Jimmy,PHI,,,,,,,,
2429,Porfirio López,PHI,D,5.0,4.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,López,Porfirio,PHI,,,,,,,,
2431,Luis Perea,DAL,D,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Perea,Luis,DAL,,,,,,,,
2437,Sebastián Rincón,POR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rincón,Sebastián,POR,,,,,,,,
2453,Cesar Diaz Pizarro,SJ,F,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Diaz Pizarro,Cesar,SJ,,,,,,,,
2457,Cyprian Hedrik,KC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hedrik,Cyprian,KC,,,,,,,,
2468,Diogo de Almeida,RSL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de Almeida,Diogo,RSL,,,,,,,,
2469,Gienir García,MTL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,García,Gienir,MTL,,,,,,,,
2476,Nico Muñiz,RSL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Muñiz,Nico,RSL,,,,,,,,
2478,José Adolfo Valencia,POR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adolfo Valencia,José,POR,,,,,,,,
2492,Jose Recio,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recio,Jose,HOU,,,,,,,,
2498,Jean-Marc Alexandre,HAI,F,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexandre,Jean-Marc,UNK,,,,,,,,
2499,Amadou Sanyang,SEA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sanyang,Amadou,SEA,,,,,,,,
2501,Edward Johnson,POR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnson,Edward,POR,,,,,,,,
2502,Björn Runström,NE,F,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Runström,Björn,NE,,,,,,,,
2524,A.J. DeLaGarza,HOU,D,30.0,30.0,2644.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,41.0,32.0,0.0,4.0,0.0,0.0,0.0,DeLaGarza,A.J.,HOU,,,,,,,,
2528,David Viana,RSL,M,2.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Viana,David,RSL,,,,,,,,
2529,Marky Delgado,TOR,M,1.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Delgado,Marky,TOR,,,,,,,,
2532,Freddie Braun,POR,M,3.0,0.0,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Braun,Freddie,POR,,,,,,,,
2534,Korede Aiyegbusi,KC,D,1.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aiyegbusi,Korede,KC,,,,,,,,
2541,Leonardo González,SEA,D,19.0,15.0,1377.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,3.0,0.0,0.0,0.0,González,Leonardo,SEA,,,,,,,,
2545,Mike Chabala,DC,D,12.0,8.0,800.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,8.0,4.0,0.0,2.0,0.0,0.0,0.0,Chabala,Mike,DC,,,,,,,,
2550,Sercan Güvenisik,SJ,F,5.0,1.0,87.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,Güvenisik,Sercan,SJ,,,,,,,,
2564,Mike Fucito,MTL,F,13.0,3.0,424.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,Fucito,Mike,MTL,,,,,,,,
2565,Abdoulie Mansally,NE,D,5.0,4.0,364.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,Mansally,Abdoulie,NE,,,,,,,,
2567,Mamadou Danso,POR,D,10.0,9.0,853.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,40.0,5.0,9.0,0.0,2.0,0.0,0.0,0.0,Danso,Mamadou,POR,,,,,,,,
2576,Josh Gardner,MTL,M,6.0,5.0,451.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,Gardner,Josh,MTL,,,,,,,,
2579,Edu,COL,F,9.0,3.0,330.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,42.9,3.0,11.0,2.0,0.0,0.0,0.0,0.0,,Edu,COL,,,,,,,,
2580,Miguel Montaño,MTL,F,3.0,1.0,115.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,14.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Montaño,Miguel,MTL,,,,,,,,
2582,Sebastian Velasquez,RSL,M,9.0,5.0,403.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,14.3,5.0,11.0,0.0,0.0,0.0,0.0,0.0,Velasquez,Sebastian,RSL,,,,,,,,
2583,Yordany Álvarez,RSL,M,15.0,5.0,500.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,Álvarez,Yordany,RSL,,,,,,,,
2596,David Júnior Lopes,CHV,D,17.0,16.0,1407.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,21.4,24.0,19.0,2.0,4.0,1.0,0.0,0.0,Júnior Lopes,David,CHV,,,,,,,,
2611,Blas Pérez,DAL,F,25.0,21.0,2019.0,11.0,3.0,56.0,29.0,1.0,5.0,6.0,0.49,19.6,2013,REG,0.0,0.0,3.0,0.13,51.8,39.0,48.0,16.0,5.0,1.0,0.0,0.0,Pérez,Blas,DAL,,,,,,,,
2641,Felipe,NY,M,32.0,28.0,2350.0,5.0,8.0,55.0,24.0,2.0,3.0,2.0,0.19,9.1,2013,REG,2.0,5.0,3.0,0.31,43.6,32.0,58.0,5.0,6.0,0.0,0.0,0.0,,Felipe,NY,,,,,,,,
2666,Dilly Duka,CHI,M,31.0,24.0,1788.0,4.0,3.0,62.0,28.0,1.0,2.0,2.0,0.2,6.5,2013,REG,0.0,1.0,2.0,0.15,45.2,39.0,23.0,1.0,3.0,0.0,0.0,0.0,Duka,Dilly,CHI,,,,,,,,
2672,Bernardo Añor,CLB,M,20.0,19.0,1663.0,4.0,1.0,53.0,17.0,1.0,2.0,2.0,0.22,7.5,2013,REG,1.0,1.0,0.0,0.05,32.1,34.0,35.0,4.0,4.0,0.0,0.0,0.0,Añor,Bernardo,CLB,,,,,,,,
2674,Jámison Olave,NY,D,29.0,27.0,2368.0,4.0,0.0,11.0,6.0,0.0,1.0,3.0,0.15,36.4,2013,REG,0.0,0.0,0.0,0.0,54.5,38.0,13.0,3.0,4.0,1.0,0.0,0.0,Olave,Jámison,NY,,,,,,,,
2676,Sébastien Le Toux,PHI,F,32.0,25.0,2222.0,3.0,12.0,34.0,13.0,0.0,1.0,2.0,0.12,8.8,2013,REG,5.0,10.0,2.0,0.49,38.2,11.0,25.0,13.0,0.0,0.0,0.0,0.0,Le Toux,Sébastien,PHI,,,,,,,,
2678,Michel Garbini Pereira,DAL,M-D,31.0,26.0,2284.0,3.0,8.0,29.0,10.0,0.0,2.0,1.0,0.12,10.3,2013,REG,3.0,5.0,3.0,0.32,34.5,30.0,26.0,1.0,3.0,0.0,1.0,1.0,Garbini Pereira,Michel,DAL,,,,,,,,
2679,Boniek Garcia,HOU,M,22.0,21.0,1899.0,3.0,6.0,18.0,5.0,0.0,2.0,1.0,0.14,16.7,2013,REG,4.0,4.0,2.0,0.28,27.8,27.0,35.0,7.0,4.0,0.0,2.0,2.0,Garcia,Boniek,HOU,,,,,,,,
2695,Dwayne De Rosario,DC,M,24.0,17.0,1603.0,3.0,2.0,59.0,22.0,0.0,2.0,1.0,0.17,5.1,2013,REG,0.0,1.0,1.0,0.11,37.3,25.0,38.0,25.0,2.0,0.0,1.0,2.0,De Rosario,Dwayne,DC,,,,,,,,
2699,Aurélien Collin,NY,D,29.0,29.0,2565.0,3.0,1.0,33.0,9.0,2.0,1.0,2.0,0.11,9.1,2013,REG,0.0,1.0,0.0,0.04,27.3,54.0,24.0,5.0,13.0,0.0,0.0,0.0,Collin,Aurélien,NY,,,,,,,,
2730,Maicon Santos,CHI,F,15.0,1.0,379.0,2.0,2.0,20.0,5.0,1.0,2.0,0.0,0.47,10.0,2013,REG,0.0,2.0,0.0,0.47,25.0,7.0,7.0,6.0,1.0,0.0,0.0,0.0,Santos,Maicon,CHI,,,,,,,,
2731,Je-Vaughn Watson,DAL,D,24.0,15.0,1372.0,2.0,2.0,20.0,10.0,1.0,2.0,0.0,0.13,10.0,2013,REG,0.0,1.0,1.0,0.13,50.0,26.0,17.0,3.0,4.0,1.0,0.0,0.0,Watson,Je-Vaughn,DAL,,,,,,,,
2741,Jose Villarreal,OCS,F,22.0,12.0,1109.0,2.0,1.0,37.0,12.0,0.0,1.0,1.0,0.16,5.4,2013,REG,0.0,0.0,1.0,0.08,32.4,22.0,20.0,1.0,0.0,0.0,0.0,0.0,Villarreal,Jose,ORL,,,,,,,,
2746,José Gonçalves,NE,D,34.0,34.0,3060.0,2.0,0.0,9.0,6.0,2.0,0.0,2.0,0.06,22.2,2013,REG,0.0,0.0,0.0,0.0,66.7,32.0,38.0,2.0,3.0,0.0,0.0,0.0,Gonçalves,José,NE,,,,,,,,
2757,Vicente Sanchez,HOU,F,8.0,7.0,623.0,1.0,4.0,12.0,5.0,0.0,1.0,0.0,0.14,8.3,2013,REG,3.0,3.0,1.0,0.58,41.7,10.0,11.0,1.0,0.0,0.0,0.0,0.0,Sanchez,Vicente,HOU,,,,,,,,
2760,Jorge Villafaña,USA,D-M,20.0,15.0,1432.0,1.0,4.0,16.0,2.0,0.0,1.0,0.0,0.06,6.3,2013,REG,1.0,2.0,2.0,0.25,12.5,13.0,21.0,3.0,2.0,0.0,0.0,0.0,Villafaña,Jorge,UNK,,,,,,,,
2770,José Adolfo Valencia,POR,F,21.0,5.0,636.0,1.0,3.0,20.0,6.0,0.0,0.0,1.0,0.14,5.0,2013,REG,0.0,2.0,1.0,0.42,30.0,16.0,11.0,5.0,1.0,0.0,0.0,0.0,Adolfo Valencia,José,POR,,,,,,,,
2776,Fabinho,PHI,D,14.0,10.0,980.0,1.0,2.0,9.0,1.0,0.0,0.0,1.0,0.09,11.1,2013,REG,0.0,2.0,0.0,0.18,11.1,10.0,18.0,0.0,0.0,1.0,0.0,0.0,,Fabinho,PHI,,,,,,,,
2791,Tom Heinemann,VAN,F,14.0,3.0,286.0,1.0,1.0,7.0,2.0,0.0,1.0,0.0,0.31,14.3,2013,REG,0.0,1.0,0.0,0.31,28.6,11.0,6.0,2.0,0.0,0.0,0.0,0.0,Heinemann,Tom,VAN,,,,,,,,
2793,Jair Benítez,DAL,D,31.0,28.0,2473.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.04,14.3,2013,REG,0.0,0.0,1.0,0.04,14.3,17.0,32.0,0.0,5.0,0.0,0.0,0.0,Benítez,Jair,DAL,,,,,,,,
2808,Víctor Bernárdez,SJ,D,25.0,25.0,2233.0,1.0,1.0,17.0,4.0,0.0,1.0,0.0,0.04,5.9,2013,REG,1.0,1.0,0.0,0.04,23.5,24.0,18.0,1.0,9.0,2.0,1.0,1.0,Bernárdez,Víctor,SJ,,,,,,,,
2814,Marvin Chávez,SJ,M,15.0,12.0,1053.0,1.0,1.0,22.0,4.0,0.0,1.0,0.0,0.09,4.5,2013,REG,1.0,1.0,0.0,0.09,18.2,22.0,18.0,9.0,2.0,1.0,0.0,0.0,Chávez,Marvin,SJ,,,,,,,,
