,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,First Name,Last Name,Club_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Base Salary,Guaranteed Compensation
1244,Bobby Convey,SJ ,M,28.0,28.0,2472.0,1.0,10.0,18.0,9.0,0.0,0.0,1.0,0.04,5.6,2010,REG,5.0,7.0,3.0,0.36,50.0,35.0,36.0,4.0,7.0,0.0,0.0,0.0,Bobby,Convey,SJ,Convey,Bobby,M,285000.0,307500.0
1245,Patrick Nyarko,CHI,F-M,27.0,22.0,2068.0,1.0,10.0,27.0,12.0,0.0,0.0,1.0,0.04,3.7,2010,REG,2.0,6.0,4.0,0.44,44.4,21.0,41.0,9.0,2.0,0.0,0.0,0.0,Patrick,Nyarko,CHI,Nyarko,Patrick,F,80000.0,160000.0
1246,Michael Stephens,LA ,M,25.0,21.0,1884.0,1.0,8.0,19.0,9.0,1.0,0.0,1.0,0.05,5.3,2010,REG,3.0,6.0,2.0,0.38,47.4,13.0,6.0,0.0,4.0,0.0,0.0,0.0,Michael,Stephens,LA,Stephens,Michael,M,40000.0,42500.0
1247,Jamie Smith,COL,M,22.0,16.0,1357.0,1.0,8.0,23.0,10.0,1.0,1.0,0.0,0.07,4.3,2010,REG,3.0,5.0,3.0,0.53,43.5,19.0,15.0,0.0,3.0,0.0,0.0,0.0,Jamie,Smith,COL,Smith,Jamie,M,172800.0,182800.0
1248,Ryan Johnson,SJ ,F,27.0,19.0,1706.0,1.0,8.0,37.0,18.0,1.0,1.0,0.0,0.05,2.7,2010,REG,3.0,5.0,3.0,0.42,48.6,23.0,24.0,19.0,2.0,0.0,0.0,0.0,Ryan,Johnson,SJ,Johnson,Ryan,M,125000.0,125000.0
1249,Andy Williams,RSL,M,30.0,20.0,1862.0,1.0,7.0,32.0,10.0,1.0,1.0,0.0,0.05,3.1,2010,REG,1.0,6.0,1.0,0.34,31.3,24.0,25.0,2.0,5.0,0.0,0.0,0.0,Andy,Williams,RSL,Williams,Andy,M,88200.0,88200.0
1250,Nick LaBrocca,TOR,M,28.0,24.0,2177.0,1.0,6.0,26.0,9.0,0.0,1.0,0.0,0.04,3.8,2010,REG,1.0,1.0,5.0,0.25,34.6,16.0,14.0,2.0,4.0,0.0,0.0,0.0,Nick,LaBrocca,TFC,LaBrocca,Nick,M,77000.0,79500.0
1251,Robbie Russell,RSL,D,22.0,21.0,1915.0,1.0,5.0,9.0,6.0,0.0,1.0,0.0,0.05,11.1,2010,REG,2.0,4.0,1.0,0.23,66.7,8.0,8.0,0.0,0.0,0.0,0.0,0.0,Robbie,Russell,RSL,Russell,Robbie,D-M,114000.0,119751.43
1252,Justin Mapp,CHI,M,25.0,16.0,1407.0,1.0,5.0,17.0,7.0,1.0,0.0,1.0,0.06,5.9,2010,REG,2.0,4.0,1.0,0.32,41.2,16.0,30.0,2.0,1.0,0.0,0.0,0.0,Justin,Mapp,PHI,Mapp,Justin,M,162000.0,170333.33
1253,Mike Chabala,HOU,D,25.0,22.0,2030.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,0.04,33.3,2010,REG,1.0,3.0,1.0,0.18,66.7,15.0,11.0,0.0,5.0,0.0,0.0,0.0,Mike,Chabala,,,,,,
1254,Dan Gargan,TOR,D,27.0,25.0,2237.0,1.0,4.0,10.0,3.0,0.0,1.0,0.0,0.04,10.0,2010,REG,1.0,2.0,2.0,0.16,30.0,39.0,18.0,0.0,7.0,0.0,0.0,0.0,Dan,Gargan,,,,,,
1255,Chris Tierney,NE,D-M,27.0,26.0,2238.0,1.0,4.0,22.0,13.0,0.0,1.0,0.0,0.04,4.5,2010,REG,3.0,2.0,2.0,0.16,59.1,12.0,15.0,1.0,0.0,0.0,0.0,0.0,Chris,Tierney,NE,Tierney,Chris,D-M,40000.0,40000.0
1256,Logan Pause,CHI,M,26.0,26.0,2258.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,0.04,16.7,2010,REG,0.0,1.0,2.0,0.12,16.7,18.0,22.0,0.0,2.0,0.0,0.0,0.0,Logan,Pause,CHI,Pause,Logan,M,160000.0,168125.0
1257,James Riley,SEA,D,27.0,27.0,2418.0,1.0,3.0,8.0,2.0,0.0,0.0,1.0,0.04,12.5,2010,REG,0.0,1.0,2.0,0.11,25.0,20.0,21.0,1.0,4.0,0.0,0.0,0.0,James,Riley,SEA,Riley,James,D,72450.0,76075.0
1258,Luis Landin,HOU,F,9.0,5.0,436.0,1.0,3.0,10.0,2.0,1.0,1.0,0.0,0.21,10.0,2010,REG,1.0,3.0,0.0,0.62,20.0,10.0,11.0,9.0,2.0,1.0,0.0,0.0,Luis,Landin,,,,,,
1259,Rodolfo Espinoza,CHV,M,15.0,14.0,1156.0,1.0,3.0,17.0,3.0,0.0,1.0,0.0,0.08,5.9,2010,REG,1.0,2.0,1.0,0.23,17.6,13.0,14.0,1.0,3.0,0.0,0.0,0.0,Rodolfo,Espinoza,CHV,Espinoza,Rodolfo,M,216000.0,218500.0
1260,Brad Evans,SEA,D-M,12.0,11.0,965.0,1.0,3.0,18.0,8.0,1.0,1.0,0.0,0.09,5.6,2010,REG,2.0,2.0,1.0,0.28,44.4,7.0,9.0,5.0,1.0,0.0,0.0,0.0,Brad,Evans,SEA,Evans,Brad,F,110000.0,123750.0
1261,Sacha Kljestan,OCS,M,10.0,10.0,900.0,1.0,3.0,20.0,8.0,0.0,1.0,0.0,0.1,5.0,2010,REG,0.0,0.0,3.0,0.3,40.0,13.0,15.0,2.0,0.0,0.0,0.0,0.0,Sacha,Kljestan,,,,,,
1262,Macoumba Kandji,COL,F,20.0,12.0,1129.0,1.0,3.0,22.0,6.0,1.0,0.0,1.0,0.08,4.5,2010,REG,0.0,3.0,0.0,0.24,27.3,36.0,20.0,19.0,1.0,0.0,0.0,0.0,Macoumba,Kandji,NY,Kandji,Macoumba,F,85000.0,112988.37
1263,Geovanni Deiberson,SJ ,F,12.0,8.0,777.0,1.0,3.0,25.0,13.0,1.0,0.0,1.0,0.12,4.0,2010,REG,0.0,0.0,3.0,0.35,52.0,12.0,19.0,1.0,1.0,0.0,0.0,0.0,Geovanni,Deiberson,,,,,,
1264,Tony Tchani,VAN,M,27.0,17.0,1610.0,1.0,3.0,25.0,8.0,0.0,1.0,0.0,0.06,4.0,2010,REG,1.0,2.0,1.0,0.17,32.0,43.0,23.0,0.0,3.0,0.0,0.0,0.0,Tony,Tchani,NY,Tchani,Tony,M,75000.0,179000.0
1265,Osvaldo Alonso,SEA,M,23.0,21.0,1874.0,1.0,3.0,30.0,9.0,1.0,1.0,0.0,0.05,3.3,2010,REG,0.0,2.0,1.0,0.14,30.0,28.0,26.0,0.0,4.0,0.0,0.0,0.0,Osvaldo,Alonso,SEA,Alonso,Osvaldo,M,67925.0,68737.5
1266,Eddie Robinson,HOU,D,23.0,19.0,1636.0,1.0,2.0,7.0,1.0,0.0,1.0,0.0,0.06,14.3,2010,REG,2.0,2.0,0.0,0.11,14.3,25.0,16.0,0.0,3.0,0.0,0.0,0.0,Eddie,Robinson,HOU,Robinson,Eddie,D,135000.0,145000.0
1267,Chad Marshall,SEA,D,24.0,24.0,2160.0,1.0,2.0,11.0,3.0,0.0,0.0,1.0,0.04,9.1,2010,REG,0.0,1.0,1.0,0.08,27.3,16.0,13.0,1.0,0.0,0.0,0.0,0.0,Chad,Marshall,CLB,Marshall,Chad,D,250000.0,320000.0
1268,Ramiro Corrales,SJ ,M,20.0,18.0,1677.0,1.0,2.0,12.0,4.0,0.0,1.0,0.0,0.05,8.3,2010,REG,1.0,2.0,0.0,0.11,33.3,17.0,20.0,2.0,4.0,0.0,0.0,0.0,Ramiro,Corrales,SJ,Corrales,Ramiro,M,150000.0,160625.0
1269,Nathan Sturgis,SEA,M,20.0,16.0,1483.0,1.0,2.0,12.0,4.0,0.0,0.0,1.0,0.06,8.3,2010,REG,1.0,2.0,0.0,0.12,33.3,11.0,31.0,1.0,1.0,0.0,1.0,1.0,Nathan,Sturgis,SEA,Sturgis,Nathan,D-M,65000.0,69250.0
1270,Jacob Peterson,ATL,F,24.0,15.0,1267.0,1.0,2.0,18.0,4.0,0.0,1.0,0.0,0.07,5.6,2010,REG,2.0,1.0,1.0,0.14,22.2,6.0,16.0,1.0,0.0,0.0,0.0,0.0,Jacob,Peterson,TFC,Peterson,Jacob,F,125000.0,143000.0
1271,Dax McCarty,CHI,M,21.0,18.0,1604.0,1.0,2.0,18.0,6.0,0.0,0.0,1.0,0.06,5.6,2010,REG,1.0,0.0,2.0,0.11,33.3,17.0,25.0,1.0,4.0,0.0,0.0,0.0,Dax,McCarty,DAL,McCarty,Dax,M,145000.0,165000.0
1272,Brandon McDonald,SJ ,D,29.0,28.0,2429.0,1.0,2.0,19.0,4.0,0.0,0.0,1.0,0.04,5.3,2010,REG,1.0,1.0,1.0,0.07,21.1,22.0,20.0,1.0,1.0,1.0,0.0,0.0,Brandon,McDonald,SJ,McDonald,Brandon,M,40000.0,40000.0
1273,Danleigh Borman,NY ,D,18.0,13.0,1179.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.08,25.0,2010,REG,0.0,0.0,1.0,0.08,50.0,13.0,4.0,0.0,4.0,0.0,0.0,0.0,Danleigh,Borman,NY,Borman,Danleigh,M,40000.0,40000.0
1274,Tyrone Marshall,SEA,D,20.0,14.0,1419.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.06,25.0,2010,REG,1.0,0.0,1.0,0.06,75.0,16.0,12.0,0.0,5.0,0.0,0.0,0.0,Tyrone,Marshall,SEA,Marshall,Tyrone,D,165375.0,169125.0
1275,Leonardo González,SEA,D,27.0,27.0,2347.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.04,20.0,2010,REG,0.0,1.0,0.0,0.04,40.0,40.0,13.0,0.0,6.0,1.0,0.0,0.0,Leonardo,González,,,,,,
1276,Nelson González,RSL,M,12.0,3.0,330.0,1.0,1.0,5.0,3.0,0.0,1.0,0.0,0.27,20.0,2010,REG,0.0,1.0,0.0,0.27,60.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,Nelson,González,,,,,,
1277,Abdus Ibrahim,TOR,F,8.0,3.0,262.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,0.34,16.7,2010,REG,0.0,1.0,0.0,0.34,33.3,5.0,3.0,2.0,0.0,0.0,0.0,0.0,Abdus,Ibrahim,,,,,,
1278,Todd Dunivant,LA ,D,27.0,27.0,2409.0,1.0,1.0,7.0,4.0,0.0,0.0,1.0,0.04,14.3,2010,REG,0.0,1.0,0.0,0.04,57.1,19.0,20.0,3.0,2.0,0.0,0.0,0.0,Todd,Dunivant,LA,Dunivant,Todd,D,120000.0,126750.0
1279,Steven Kinney,CHI,D,13.0,10.0,963.0,1.0,1.0,8.0,3.0,1.0,0.0,1.0,0.09,12.5,2010,REG,1.0,1.0,0.0,0.09,37.5,8.0,7.0,0.0,2.0,0.0,0.0,0.0,Steven,Kinney,CHI,Kinney,Steven,D,40000.0,40000.0
1280,Jordan Harvey,LFC,D,30.0,29.0,2620.0,1.0,1.0,9.0,3.0,0.0,0.0,1.0,0.03,11.1,2010,REG,0.0,0.0,1.0,0.03,33.3,28.0,16.0,2.0,3.0,0.0,0.0,0.0,Jordan,Harvey,PHI,Harvey,Jordan,D,55000.0,56250.0
1281,Bobby Burling,SJ ,D,18.0,16.0,1410.0,1.0,1.0,9.0,3.0,0.0,1.0,0.0,0.06,11.1,2010,REG,1.0,0.0,1.0,0.06,33.3,18.0,9.0,0.0,5.0,0.0,0.0,0.0,Bobby,Burling,SJ,Burling,Bobby,D,40000.0,40000.0
1282,Alex Cazumba,LA ,M,18.0,8.0,830.0,1.0,1.0,10.0,3.0,0.0,1.0,0.0,0.11,10.0,2010,REG,0.0,1.0,0.0,0.11,30.0,10.0,18.0,1.0,1.0,0.0,0.0,0.0,Alex,Cazumba,,,,,,
1283,Sinisa Ubiparipovic,NY ,F-M,18.0,11.0,932.0,1.0,1.0,11.0,4.0,0.0,1.0,0.0,0.1,9.1,2010,REG,0.0,0.0,1.0,0.1,36.4,14.0,22.0,1.0,0.0,0.0,0.0,0.0,Sinisa,Ubiparipovic,NY,Ubiparipovic,Sinisa,M,40000.0,40000.0
1284,Pat Noonan,SEA,F,12.0,8.0,682.0,1.0,1.0,11.0,3.0,0.0,0.0,1.0,0.13,9.1,2010,REG,0.0,1.0,0.0,0.13,27.3,4.0,5.0,11.0,0.0,0.0,0.0,1.0,Pat,Noonan,SEA,Noonan,Pat,F,96000.0,96000.0
1285,Joey Gjertsen,SJ ,M,18.0,16.0,1220.0,1.0,1.0,12.0,5.0,0.0,1.0,0.0,0.07,8.3,2010,REG,1.0,1.0,0.0,0.07,41.7,6.0,8.0,1.0,0.0,0.0,0.0,0.0,Joey,Gjertsen,SJ,Gjertsen,Joey,M,65000.0,73625.0
1286,Eric Avila,DAL,M,18.0,1.0,452.0,1.0,1.0,14.0,7.0,0.0,1.0,0.0,0.2,7.1,2010,REG,0.0,1.0,0.0,0.2,50.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,Eric,Avila,DAL,Avila,Eric,M,75000.0,108000.0
1287,Rafa Márquez,NY ,M,10.0,10.0,783.0,1.0,1.0,17.0,5.0,0.0,0.0,1.0,0.11,5.9,2010,REG,1.0,1.0,0.0,0.11,29.4,11.0,11.0,2.0,2.0,0.0,0.0,0.0,Rafa,Márquez,,,,,,
1288,Khari Stephenson,SJ ,M,11.0,11.0,776.0,1.0,1.0,18.0,6.0,0.0,0.0,1.0,0.12,5.6,2010,REG,1.0,1.0,0.0,0.12,33.3,12.0,10.0,1.0,1.0,0.0,0.0,0.0,Khari,Stephenson,SJ,Stephenson,Khari,M,151500.0,167333.33
1289,Mike Magee,LA ,M,16.0,9.0,789.0,1.0,1.0,19.0,8.0,1.0,0.0,1.0,0.11,5.3,2010,REG,0.0,1.0,0.0,0.11,42.1,10.0,9.0,5.0,2.0,0.0,0.0,0.0,Mike,Magee,LA,Magee,Mike,F,93500.0,96000.0
1290,Will Johnson,OCS,F-M,28.0,24.0,2184.0,1.0,1.0,40.0,12.0,0.0,1.0,0.0,0.04,2.5,2010,REG,0.0,1.0,0.0,0.04,30.0,23.0,25.0,6.0,3.0,0.0,0.0,0.0,Will,Johnson,RSL,Johnson,Will,F,76320.0,89891.43
1291,Carl Robinson,NY ,M,10.0,3.0,365.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,100.0,2010,REG,0.0,0.0,0.0,0.0,100.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,Carl,Robinson,NY,Robinson,Carl,M,300000.0,315000.0
1292,A.J. DeLaGarza,HOU,D,17.0,14.0,1307.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.07,100.0,2010,REG,0.0,0.0,0.0,0.0,100.0,14.0,13.0,1.0,3.0,0.0,0.0,0.0,A.J.,DeLaGarza,,,,,,
1293,Carlos Borja,CHV,D,8.0,4.0,456.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.2,50.0,2010,REG,0.0,0.0,0.0,0.0,100.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,Carlos,Borja,CHV,Borja,Carlos,M,40000.0,40000.0
1294,Leandre Griffit,CLB,M,3.0,0.0,43.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.09,50.0,2010,REG,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Leandre,Griffit,CLB,Griffit,Leandre,M,40008.0,40008.0
1295,Julio Martinez,CHI,M,3.0,2.0,108.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.83,50.0,2010,REG,0.0,0.0,0.0,0.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Julio,Martinez,,,,,,
1296,Samuel Appiah,HOU,M,2.0,0.0,37.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.43,50.0,2010,REG,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Samuel,Appiah,HOU,Appiah,Samuel,M,40000.0,40000.0
1297,Mike Fucito,SEA,F,4.0,0.0,47.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.91,33.3,2010,REG,0.0,0.0,0.0,0.0,33.3,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Mike,Fucito,,,,,,
1298,Steven Beitashour,LFC,D,8.0,7.0,640.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.14,25.0,2010,REG,0.0,0.0,0.0,0.0,75.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,Steven,Beitashour,SJ,Beitashour,Steven,D,40000.0,40000.0
1299,John Thorrington,CHI,M,5.0,5.0,397.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.23,25.0,2010,REG,0.0,0.0,0.0,0.0,50.0,4.0,6.0,0.0,1.0,0.0,1.0,1.0,John,Thorrington,CHI,Thorrington,John,M,177000.0,189500.0
1300,Nana Attakora,TOR,D,25.0,24.0,2108.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.04,20.0,2010,REG,0.0,0.0,0.0,0.0,20.0,19.0,15.0,1.0,3.0,1.0,0.0,0.0,Nana,Attakora,,,,,,
1301,Eric Brunner,CLB,D,14.0,13.0,1145.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.08,16.7,2010,REG,0.0,0.0,0.0,0.0,33.3,6.0,8.0,0.0,2.0,0.0,0.0,0.0,Eric,Brunner,CLB,Brunner,Eric,D,40000.0,40000.0
1302,Wilman Conde,CHI,D,25.0,22.0,2019.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.04,16.7,2010,REG,0.0,0.0,0.0,0.0,33.3,41.0,14.0,1.0,10.0,1.0,0.0,0.0,Wilman,Conde,CHI,Conde,Wilman,D,180000.0,200000.0
1303,Carey Talley,DC ,D,16.0,14.0,1181.0,1.0,0.0,6.0,2.0,1.0,1.0,0.0,0.08,16.7,2010,REG,0.0,0.0,0.0,0.0,33.3,15.0,7.0,0.0,3.0,0.0,1.0,1.0,Carey,Talley,DC,Talley,Carey,D,99996.0,99996.0
1304,Maykel Galindo,CHV,F,6.0,4.0,343.0,1.0,0.0,6.0,4.0,0.0,0.0,1.0,0.26,16.7,2010,REG,0.0,0.0,0.0,0.0,66.7,2.0,3.0,9.0,0.0,0.0,0.0,0.0,Maykel,Galindo,CHV,Galindo,Maykel,F,96498.0,96498.0
1305,Brian Carroll,CLB,M,28.0,27.0,2390.0,1.0,0.0,7.0,3.0,0.0,1.0,0.0,0.04,14.3,2010,REG,0.0,0.0,0.0,0.0,42.9,28.0,9.0,1.0,3.0,0.0,0.0,0.0,Brian,Carroll,CLB,Carroll,Brian,M,140569.0,144319.0
1306,Jorge Villafaña,USA,D-M,8.0,6.0,452.0,1.0,0.0,7.0,3.0,1.0,1.0,0.0,0.2,14.3,2010,REG,0.0,0.0,0.0,0.0,42.9,1.0,9.0,2.0,1.0,0.0,0.0,0.0,Jorge,Villafaña,,,,,,
1307,Tim Ream,NY ,D,30.0,30.0,2700.0,1.0,0.0,7.0,4.0,1.0,1.0,0.0,0.03,14.3,2010,REG,0.0,0.0,0.0,0.0,57.1,13.0,6.0,0.0,2.0,0.0,0.0,0.0,Tim,Ream,NY,Ream,Tim,D,40000.0,40000.0
1308,Roger Levesque,SEA,M,16.0,5.0,510.0,1.0,0.0,8.0,5.0,1.0,0.0,1.0,0.18,12.5,2010,REG,0.0,0.0,0.0,0.0,62.5,8.0,8.0,5.0,0.0,0.0,0.0,0.0,Roger,Levesque,SEA,Levesque,Roger,F,40000.0,40000.08
1309,Ugo Ihemelu,DAL,D,19.0,18.0,1558.0,1.0,0.0,8.0,3.0,1.0,0.0,1.0,0.06,12.5,2010,REG,0.0,0.0,0.0,0.0,37.5,14.0,15.0,0.0,3.0,0.0,0.0,0.0,Ugo,Ihemelu,DAL,Ihemelu,Ugo,D,150000.0,150000.0
1310,Jimmy Conrad,KC ,D,26.0,26.0,2282.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,0.04,12.5,2010,REG,0.0,0.0,0.0,0.0,37.5,16.0,12.0,4.0,6.0,0.0,0.0,0.0,Jimmy,Conrad,KC,Conrad,Jimmy,D,232750.0,244000.0
1311,Joseph Ngwenya,HOU,F,12.0,6.0,589.0,1.0,0.0,8.0,2.0,0.0,1.0,0.0,0.15,12.5,2010,REG,0.0,0.0,0.0,0.0,25.0,14.0,17.0,7.0,1.0,2.0,0.0,0.0,Joseph,Ngwenya,HOU,Ngwenya,Joseph,M/F,72000.0,72000.0
1312,Dema Kovalenko,LA ,M,9.0,8.0,712.0,1.0,0.0,8.0,6.0,1.0,1.0,0.0,0.13,12.5,2010,REG,0.0,0.0,0.0,0.0,75.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,Dema,Kovalenko,LA,Kovalenko,Dema,M,136500.0,144118.75
1313,Chris Wingert,RSL,D,24.0,22.0,1985.0,1.0,0.0,9.0,2.0,0.0,0.0,1.0,0.05,11.1,2010,REG,0.0,0.0,0.0,0.0,22.2,26.0,15.0,1.0,4.0,0.0,0.0,0.0,Chris,Wingert,RSL,Wingert,Chris,D,125000.0,125000.0
1314,Quincy Amarikwa,SJ,F,14.0,2.0,245.0,1.0,0.0,9.0,3.0,0.0,1.0,0.0,0.37,11.1,2010,REG,0.0,0.0,0.0,0.0,33.3,13.0,6.0,3.0,0.0,0.0,0.0,0.0,Quincy,Amarikwa,COL,Amarikwa,Quincy,F,40000.0,40000.0
1315,Chukwudi Chijindu,CHV,M,12.0,2.0,308.0,1.0,0.0,9.0,3.0,1.0,1.0,0.0,0.29,11.1,2010,REG,0.0,0.0,0.0,0.0,33.3,8.0,7.0,2.0,0.0,0.0,0.0,0.0,Chukwudi,Chijindu,CHV,Chijindu,Chukwudi,M,40000.0,40000.0
1316,William Romero,CHV,M,9.0,5.0,421.0,1.0,0.0,9.0,3.0,0.0,1.0,0.0,0.21,11.1,2010,REG,0.0,0.0,0.0,0.0,33.3,11.0,9.0,3.0,3.0,0.0,0.0,0.0,William,Romero,,,,,,
1317,Shea Salinas,SJ,M,17.0,7.0,795.0,1.0,0.0,11.0,7.0,0.0,0.0,1.0,0.11,9.1,2010,REG,0.0,0.0,0.0,0.0,63.6,8.0,11.0,2.0,0.0,0.0,0.0,0.0,Shea,Salinas,PHI,Salinas,Shea,M,40000.0,40000.0
1318,Julius James,DC ,D,22.0,16.0,1682.0,1.0,0.0,12.0,3.0,1.0,0.0,1.0,0.05,8.3,2010,REG,0.0,0.0,0.0,0.0,25.0,38.0,16.0,0.0,7.0,0.0,0.0,0.0,Julius,James,DC,James,Julius,D,52085.0,61460.0
1319,Drew Moor,TOR,D,30.0,30.0,2700.0,1.0,0.0,14.0,7.0,1.0,1.0,0.0,0.03,7.1,2010,REG,0.0,0.0,0.0,0.0,50.0,14.0,22.0,1.0,2.0,0.0,0.0,0.0,Drew,Moor,COL,Moor,Drew,D,145200.0,162388.89
1320,Mike Banner,CHI,M,18.0,9.0,1019.0,1.0,0.0,14.0,6.0,1.0,0.0,1.0,0.09,7.1,2010,REG,0.0,0.0,0.0,0.0,42.9,4.0,8.0,6.0,1.0,0.0,0.0,0.0,Mike,Banner,,,,,,
1321,Graham Zusi,SKC,D,19.0,4.0,540.0,1.0,0.0,15.0,5.0,0.0,1.0,0.0,0.17,6.7,2010,REG,0.0,0.0,0.0,0.0,33.3,11.0,6.0,1.0,2.0,0.0,0.0,0.0,Graham,Zusi,KC,Zusi,Graham,F-M,40000.0,40000.0
1322,Paulo Nagamura,CHV,M,15.0,15.0,1327.0,1.0,0.0,21.0,8.0,0.0,1.0,0.0,0.07,4.8,2010,REG,0.0,0.0,0.0,0.0,38.1,22.0,23.0,0.0,3.0,0.0,0.0,0.0,Paulo,Nagamura,CHV,Nagamura,Paulo,M,192000.0,197500.0
1323,Cornell Glen,SJ ,F,21.0,10.0,947.0,1.0,0.0,32.0,10.0,0.0,0.0,1.0,0.1,3.1,2010,REG,0.0,0.0,0.0,0.0,31.3,17.0,17.0,24.0,1.0,0.0,0.0,0.0,Cornell,Glen,SJ,Glen,Cornell,F,85000.0,99875.0
1324,Robbie Rogers,CLB,D,20.0,17.0,1547.0,1.0,0.0,40.0,9.0,1.0,1.0,0.0,0.06,2.5,2010,REG,0.0,0.0,0.0,0.0,22.5,17.0,31.0,12.0,1.0,0.0,0.0,0.0,Robbie,Rogers,CLB,Rogers,Robbie,M-F,115000.0,115000.0
1325,Sean Franklin,LA ,D,25.0,24.0,2126.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,3.0,5.0,1.0,0.25,22.2,14.0,9.0,2.0,1.0,0.0,0.0,0.0,Sean,Franklin,LA,Franklin,Sean,D,73535.0,87285.0
1326,Roger Torres,PHI,M,21.0,10.0,958.0,0.0,6.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,4.0,0.56,57.9,16.0,11.0,2.0,4.0,0.0,0.0,0.0,Roger,Torres,PHI,Torres,Roger,M,96000.0,99125.0
1327,Heath Pearce,DAL,D,28.0,27.0,2414.0,0.0,6.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,2.0,4.0,2.0,0.22,6.5,21.0,9.0,0.0,5.0,0.0,0.0,0.0,Heath,Pearce,DAL,Pearce,Heath,D,198000.0,207500.0
1328,Michael Harrington,KC ,D,29.0,29.0,2560.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,2.0,2.0,2.0,0.14,66.7,21.0,18.0,0.0,3.0,0.0,0.0,0.0,Michael,Harrington,KC,Harrington,Michael,M-D,78516.0,97266.0
1329,Richard Mulrooney,HOU,M,23.0,19.0,1671.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,3.0,0.0,0.16,0.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,Richard,Mulrooney,HOU,Mulrooney,Richard,M,120000.0,125000.0
1330,Nicholas Lindsay,TOR,F,4.0,2.0,240.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,1.0,2.0,1.13,33.3,5.0,3.0,0.0,1.0,0.0,0.0,0.0,Nicholas,Lindsay,,,,,,
1331,Mariano Trujillo,CHV,D,28.0,28.0,2517.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,1.0,0.11,20.0,35.0,16.0,1.0,7.0,1.0,0.0,0.0,Mariano,Trujillo,CHV,Trujillo,Mariano,M,94500.0,94500.0
1332,Kosuke Kimura,COL,D,23.0,21.0,1931.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,0.0,2.0,1.0,0.14,33.3,8.0,19.0,1.0,0.0,0.0,0.0,0.0,Kosuke,Kimura,COL,Kimura,Kosuke,D,57750.0,57750.0
1333,Michael Lahoud,CHV,M,23.0,20.0,1684.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,2.0,1.0,0.16,25.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,Michael,Lahoud,CHV,Lahoud,Michael,M,45100.0,54475.0
1334,Nate Jaqua,SEA,F,15.0,3.0,409.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2010,REG,1.0,0.0,3.0,0.66,55.6,6.0,7.0,2.0,2.0,0.0,0.0,0.0,Nate,Jaqua,SEA,Jaqua,Nate,F,150000.0,157000.0
