,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,Year,Season,GWA,HmA,RdA,A/90min,SOG%,FC,FS,OFF,YC,RC,Club_Dup,Last Name,First Name,POS_Dup,Base Salary,Guaranteed Compensation,Date
492,Gonzalo Martinez,DC ,D,26,22,2102,1,2,9,2,1,0/0,1,0,0.04,11.1,2008,REG,0,1,1,0.09,22.2,29,18,1,6,1,DC,Martinez,Gonzalo,D,"$228,000","$244,750.00",2008-10-07
493,Pat Noonan,CLB,F,11,6,531,1,2,9,4,0,0/0,0,1,0.17,11.1,2008,REG,0,2,0,0.34,44.4,4,9,2,1,0,CLB,Noonan,Pat,F,"$175,008","$175,008.00",2008-10-07
494,Eddie Lewis,LA ,M,8,8,711,1,2,11,8,0,0/0,0,1,0.13,9.1,2008,REG,0,1,1,0.25,72.7,14,9,4,2,0,LA,Lewis,Eddie,M,"$108,000","$113,714.29",2008-10-07
495,Maykel Galindo,CHV,F,10,5,549,1,2,12,6,0,0/0,0,1,0.16,8.3,2008,REG,0,2,0,0.33,50.0,10,10,11,3,0,CHV,Galindo,Maykel,F,"$79,750","$79,750.00",2008-10-07
496,Sinisa Ubiparipovic,NY ,F-M,16,9,821,1,2,12,7,0,0/0,1,0,0.11,8.3,2008,REG,2,2,0,0.22,58.3,23,15,1,4,0,NY,Ubiparipovic,Sinisa,M,"$33,000","$33,000.00",2008-10-07
497,Geoff Cameron,HOU,D,23,8,921,1,2,13,5,0,0/0,1,0,0.10,7.7,2008,REG,2,1,1,0.20,38.5,15,12,5,3,0,HOU,Cameron,Geoff,M,"$33,000","$33,000.00",2008-10-07
498,Marcelo Saragosa,DAL,M,25,23,1809,1,2,14,4,0,0/0,0,1,0.05,7.1,2008,REG,0,2,0,0.10,28.6,41,34,1,9,1,DAL,Saragosa,Marcelo,M,"$70,350","$74,635.71",2008-10-07
499,Brian Carroll,CLB,M,30,30,2692,1,2,17,3,0,0/0,1,0,0.03,5.9,2008,REG,1,1,1,0.07,17.6,35,11,0,5,0,CLB,Carroll,Brian,M,"$122,500","$126,250.00",2008-10-07
500,Dema Kovalenko,RSL,M,22,19,1668,1,2,25,5,0,1/1,1,0,0.05,4.0,2008,REG,1,2,0,0.11,20.0,30,23,1,7,0,RSL,Kovalenko,Dema,M,"$200,000","$207,618.75",2008-10-07
501,Dejair,CHV,M,3,1,128,1,1,4,2,0,0/0,0,1,0.70,25.0,2008,REG,1,0,1,0.70,50.0,2,3,1,0,0,,,,,,,
502,Bryan Jordan,LA ,D,8,4,366,1,1,5,4,0,0/0,1,0,0.25,20.0,2008,REG,0,1,0,0.25,80.0,11,5,2,1,0,LA,Jordan,Bryan,F,"$12,900","$12,900.00",2008-10-07
503,Wilman Conde,CHI,D,22,19,1750,1,1,7,1,1,0/0,0,1,0.05,14.3,2008,REG,0,1,0,0.05,14.3,39,8,0,2,0,CHI,Conde,Wilman,D,"$156,000","$163,500.00",2008-10-07
504,Carl Robinson,TOR,M,27,27,2426,1,1,8,3,0,0/0,1,0,0.04,12.5,2008,REG,1,1,0,0.04,37.5,49,25,0,4,0,TFC,Robinson,Carl,M,"$315,000","$330,000.00",2008-10-07
505,Alvaro Pires,LA ,M,19,16,1253,1,1,9,3,0,0/0,1,0,0.07,11.1,2008,REG,1,1,0,0.07,33.3,27,28,0,4,1,LA,Pires,Alvaro,M,"$100,000","$110,775.31",2008-10-07
506,Thabiso Khumalo,DC ,F,7,6,468,1,1,10,2,0,0/0,0,1,0.19,10.0,2008,REG,0,1,0,0.19,20.0,1,6,5,0,0,DC,Khumalo,Thabiso,F,"$33,000","$33,000.00",2008-10-07
507,Bruno Guarda,DAL,M,12,9,822,1,1,10,6,0,0/0,0,1,0.11,10.0,2008,REG,0,1,0,0.11,60.0,17,21,4,2,0,DAL,Guarda,Bruno,M,"$45,000","$65,500.00",2008-10-07
508,Jose Burciaga Jr.,COL,D,12,9,818,1,1,10,5,0,0/0,0,1,0.11,10.0,2008,REG,1,0,1,0.11,50.0,7,8,0,0,0,,,,,,,
509,Brandon McDonald,LA ,D,16,10,1036,1,1,12,5,1,0/0,1,0,0.09,8.3,2008,REG,0,0,1,0.09,41.7,19,11,3,4,0,LA,McDonald,Brandon,M,"$17,700","$17,700.00",2008-10-07
510,Corey Ashe,HOU,M,22,8,847,1,1,13,6,0,0/0,0,1,0.11,7.7,2008,REG,0,1,0,0.11,46.2,12,15,6,1,0,HOU,Ashe,Corey,M,"$33,000","$33,000.00",2008-10-07
511,Bobby Boswell,HOU,D,29,29,2610,1,1,15,3,1,0/0,0,1,0.03,6.7,2008,REG,0,1,0,0.03,20.0,40,11,0,6,0,,,,,,,
512,Ely Allen,LA ,F-M,12,11,848,1,1,15,8,1,0/0,1,0,0.11,6.7,2008,REG,0,0,1,0.11,53.3,25,11,2,2,0,LA,Allen,Ely,F,"$12,900","$12,900.00",2008-10-07
513,Maurice Edu,TOR,M,13,12,1104,1,1,17,5,0,0/0,0,1,0.08,5.9,2008,REG,0,0,1,0.08,29.4,22,21,2,5,0,,,,,,,
514,Facundo Erpen,COL,D,23,21,1854,1,1,18,4,0,0/0,1,0,0.05,5.6,2008,REG,1,1,0,0.05,22.2,21,16,0,2,1,COL,Erpen,Facundo,D,"$125,000","$125,000.00",2008-10-07
515,Shalrie Joseph,NE ,M,27,27,2384,1,1,27,12,0,0/1,1,0,0.04,3.7,2008,REG,1,1,0,0.04,44.4,47,32,4,5,1,NE,Joseph,Shalrie,M,"$300,000","$325,000.00",2008-10-07
516,Daniel Woolard,CHI,D,8,2,251,1,0,2,2,0,0/0,1,0,0.36,50.0,2008,REG,0,0,0,0.00,100.0,2,3,0,0,0,CHI,Woolard,Daniel,D,"$17,700","$17,700.00",2008-10-07
517,Quavas Kirk,DC ,F,10,1,135,1,0,3,1,0,0/0,1,0,0.67,33.3,2008,REG,0,0,0,0.00,33.3,3,2,3,0,0,DC,Kirk,Quavas,M,"$100,000","$136,500.00",2008-10-07
518,Victor Sikora,DAL,M,5,4,274,1,0,4,1,0,0/0,0,1,0.33,25.0,2008,REG,0,0,0,0.00,25.0,5,7,1,1,0,DAL,Sikora,Victor,M,"$144,000","$163,285.71",2008-10-07
519,Patrick Nyarko,CHI,F-M,9,2,159,1,0,4,3,1,0/0,1,0,0.57,25.0,2008,REG,0,0,0,0.00,75.0,5,1,1,0,0,CHI,Nyarko,Patrick,F,"$55,000","$135,000.00",2008-10-07
520,Matthew Mbuta,NY ,M,2,1,86,1,0,4,2,0,0/0,1,0,1.05,25.0,2008,REG,0,0,0,0.00,50.0,1,1,0,0,0,,,,,,,
521,Tyler Rosenlund,TOR,M,8,3,347,1,0,5,4,0,0/0,1,0,0.26,20.0,2008,REG,0,0,0,0.00,80.0,2,6,0,1,0,TFC,Rosenlund,Tyler,M,"$17,700","$17,700.00",2008-10-07
522,Cory Gibbs,COL,D,9,9,810,1,0,5,2,0,0/0,0,1,0.11,20.0,2008,REG,0,0,0,0.00,40.0,16,8,0,3,0,COL,Gibbs,Cory,D,"$96,000","$103,142.86",2008-10-07
523,John DiRaimondo,COL,M,11,8,714,1,0,5,1,0,0/0,0,1,0.13,20.0,2008,REG,0,0,0,0.00,20.0,13,6,0,2,0,COL,DiRaimondo,John,M,"$17,700","$17,700.00",2008-10-07
524,Aaron Pitchkolan,DAL,D,21,15,1345,1,0,6,4,1,0/0,0,1,0.07,16.7,2008,REG,0,0,0,0.00,66.7,12,8,1,3,1,DAL,Pitchkolan,Aaron,D,"$33,000","$33,000.00",2008-10-07
525,Joe Vide,DC ,M,13,9,864,1,0,6,1,1,0/0,1,0,0.10,16.7,2008,REG,0,0,0,0.00,16.7,21,7,0,1,0,DC,Vide,Joe,M,"$17,700","$19,128.57",2008-10-07
526,Gonzalo Peralta,DC ,D,18,17,1514,1,0,6,3,0,0/0,1,0,0.06,16.7,2008,REG,0,0,0,0.00,50.0,26,13,2,3,0,DC,Peralta,Gonzalo,D,"$180,000","$199,000.00",2008-10-07
527,Kevin Souter,KC ,M,7,4,417,1,0,6,2,0,0/0,1,0,0.22,16.7,2008,REG,0,0,0,0.00,33.3,6,3,1,0,0,KC,Souter,Kevin,M,"$12,900","$12,900.00",2008-10-07
528,Julius James,TOR,D,13,10,899,1,0,6,1,1,0/0,1,0,0.10,16.7,2008,REG,0,0,0,0.00,16.7,12,5,1,0,0,TFC,James,Julius,D,"$36,000","$44,750.00",2008-10-07
529,Daniel Paladini,CHV,M,8,5,458,1,0,6,3,0,0/0,0,1,0.20,16.7,2008,REG,0,0,0,0.00,50.0,12,6,1,4,0,CHV,Paladini,Daniel,M,"$12,900","$12,900.00",2008-10-07
530,Tino Nunez,RSL,F,9,2,263,1,0,6,3,1,0/0,1,0,0.34,16.7,2008,REG,0,0,0,0.00,50.0,10,3,2,0,0,RSL,Nunez,Tino,F,"$17,700","$17,700.00",2008-10-07
531,Jim Curtin,CHV,D,18,15,1382,1,0,7,4,0,0/0,1,0,0.07,14.3,2008,REG,0,0,0,0.00,57.1,24,7,1,1,0,CHV,Curtin,Jim,D,"$104,004","$104,004.00",2008-10-07
532,Andy Iro,CLB,D,18,11,1079,1,0,9,3,0,0/0,1,0,0.08,11.1,2008,REG,0,0,0,0.00,33.3,18,8,1,4,0,CLB,Iro,Andy,D,"$36,000","$53,500.00",2008-10-07
533,Ivan Trujillo,KC ,F,17,8,700,1,0,10,7,1,0/0,1,0,0.13,10.0,2008,REG,0,0,0,0.00,70.0,13,9,10,2,0,KC,Trujillo,Ivan,F,"$70,000","$70,000.00",2008-10-07
534,Carlos Ruiz,LA ,F,15,6,671,1,0,10,6,0,0/0,0,1,0.13,10.0,2008,REG,0,0,0,0.00,60.0,8,12,11,0,0,TFC,Ruiz,Carlos,F,"$350,000","$460,000.00",2008-10-07
535,Bryan Namoff,DC ,D,27,27,2398,1,0,13,4,0,0/0,1,0,0.04,7.7,2008,REG,0,0,0,0.00,30.8,27,20,0,6,2,DC,Namoff,Bryan,D,"$95,000","$98,750.00",2008-10-07
536,Jarrod Smith,TOR,F,20,6,728,1,0,14,6,0,0/0,0,1,0.12,7.1,2008,REG,0,0,0,0.00,42.9,6,4,1,0,0,TFC,Smith,Jarrod,F,"$36,000","$36,000.00",2008-10-07
537,Jacob Peterson,ATL,F,17,10,762,1,0,15,5,1,0/0,1,0,0.12,6.7,2008,REG,0,0,0,0.00,33.3,3,11,0,1,0,COL,Peterson,Jacob,F,"$75,000","$93,750.00",2008-10-07
538,Jorge Rojas,NY ,M,11,9,825,0,5,13,5,0,0/0,0,0,0.00,0.0,2008,REG,0,5,0,0.55,38.5,8,12,3,2,0,NY,Rojas,Jorge,M,"$84,000","$94,000.00",2008-10-07
539,Danny O'Rourke,CLB,D,28,28,2452,0,4,2,0,0,0/0,0,0,0.00,0.0,2008,REG,2,2,2,0.15,0.0,29,13,0,5,1,CLB,O'Rourke,Danny,D,"$59,148","$69,147.81",2008-10-07
540,Richard Mulrooney,HOU,M,23,22,2025,0,4,5,2,0,0/0,0,0,0.00,0.0,2008,REG,1,3,1,0.18,40.0,19,19,1,3,0,HOU,Mulrooney,Richard,M,"$157,500","$157,500.00",2008-10-07
541,Adrian Serioux,DAL,D,24,24,1926,0,4,8,0,0,0/0,0,0,0.00,0.0,2008,REG,0,1,3,0.19,0.0,22,35,0,3,1,DAL,Serioux,Adrian,D,"$113,400","$125,900.00",2008-10-07
542,Ned Grabavoy,SJ ,M,24,21,1709,0,4,14,2,0,0/0,0,0,0.00,0.0,2008,REG,0,2,2,0.21,14.3,21,18,0,2,0,SJ,Grabavoy,Ned,M,"$90,000","$90,000.00",2008-10-07
543,Francisco Mendoza,CHV,M,28,28,2434,0,4,15,4,0,0/0,0,0,0.00,0.0,2008,REG,1,3,1,0.15,26.7,23,44,1,2,1,CHV,Mendoza,Francisco,M,"$105,000","$105,000.00",2008-10-07
544,Ante Jazic,LA ,D,15,14,1172,0,3,3,2,0,0/0,0,0,0.00,0.0,2008,REG,0,0,3,0.23,66.7,15,8,2,1,0,LA,Jazic,Ante,D,"$120,000","$125,625.00",2008-10-07
545,Rod Dyachenko,DC ,M,19,5,776,0,3,7,5,0,0/0,0,0,0.00,0.0,2008,REG,1,1,2,0.35,71.4,30,11,2,4,0,DC,Dyachenko,Rod,M,"$33,000","$33,000.00",2008-10-07
546,Craig Waibel,HOU,D,14,14,1245,0,3,9,3,0,0/0,0,0,0.00,0.0,2008,REG,0,3,0,0.22,33.3,14,4,1,1,0,HOU,Waibel,Craig,D,"$70,008","$70,008.00",2008-10-07
547,Chris Wingert,RSL,D,29,29,2589,0,3,10,5,0,0/0,0,0,0.00,0.0,2008,REG,1,2,1,0.10,50.0,23,14,0,4,1,RSL,Wingert,Chris,D,"$65,000","$65,000.00",2008-10-07
548,Pablo Ricchetti,DAL,D-M,27,25,2252,0,3,10,2,0,0/0,0,0,0.00,0.0,2008,REG,0,1,2,0.12,20.0,34,16,0,6,2,DAL,Ricchetti,Pablo,M,"$132,000","$138,625.00",2008-10-07
549,Marc Burch,MIN,D,28,21,1817,0,3,13,5,0,0/0,0,0,0.00,0.0,2008,REG,1,3,0,0.15,38.5,25,14,0,7,1,DC,Burch,Marc,D,"$33,000","$33,000.00",2008-10-07
550,Mike Randolph,LA ,D,20,15,1468,0,3,13,6,0,0/0,0,0,0.00,0.0,2008,REG,0,2,1,0.18,46.2,19,19,2,2,0,,,,,,,
551,Carlos Marinelli,KC ,M,15,7,778,0,3,14,5,0,0/0,0,0,0.00,0.0,2008,REG,0,2,1,0.35,35.7,21,7,1,4,0,KC,Marinelli,Carlos,M,"$115,000","$115,000.00",2008-10-07
552,Kurt Morsink,KC ,M,21,13,1215,0,3,16,6,0,0/0,0,0,0.00,0.0,2008,REG,1,1,2,0.22,37.5,28,25,1,5,0,KC,Morsink,Kurt,M,"$33,000","$33,000.00",2008-10-07
553,Mauricio Castro,NE ,M,24,22,1584,0,3,29,20,0,0/0,0,0,0.00,0.0,2008,REG,0,1,2,0.17,69.0,16,30,5,1,1,NE,Castro,Mauricio,M,"$90,000","$96,250.00",2008-10-07
554,Nick Garcia,SJ ,D,24,24,2151,0,2,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,1,1,0.08,0.0,27,16,0,8,0,SJ,Garcia,Nick,D,"$137,812","$142,812.00",2008-10-07
555,Chris Leitch,NY ,D,17,14,1259,0,2,1,0,0,0/0,0,0,0.00,0.0,2008,REG,1,1,1,0.14,0.0,12,6,0,2,0,NY,Leitch,Chris,D,"$60,000","$60,000.00",2008-10-07
556,Dax McCarty,CHI,M,17,8,821,0,2,2,2,0,0/0,0,0,0.00,0.0,2008,REG,1,0,2,0.22,100.0,3,7,2,1,0,DAL,McCarty,Dax,M,"$45,500","$58,000.00",2008-10-07
557,Eric Denton,SJ ,D,26,26,2209,0,2,3,1,0,0/0,0,0,0.00,0.0,2008,REG,1,2,0,0.08,33.3,23,13,2,5,0,SJ,Denton,Eric,D,"$55,200","$55,200.00",2008-10-07
558,Eric Avila,DAL,M,14,3,508,0,2,4,1,0,0/0,0,0,0.00,0.0,2008,REG,0,1,1,0.35,25.0,8,10,0,1,0,DAL,Avila,Eric,M,"$45,000","$78,000.00",2008-10-07
559,James Riley,SJ ,D,24,23,2055,0,2,7,4,0,0/0,0,0,0.00,0.0,2008,REG,1,1,1,0.09,57.1,24,15,1,6,2,SJ,Riley,James,D,"$33,000","$33,000.00",2008-10-07
560,Francisco Lima,SJ ,M,14,13,1183,0,2,8,2,0,0/0,0,0,0.00,0.0,2008,REG,2,2,0,0.15,25.0,10,18,0,2,0,SJ,Lima,Francisco,M,"$195,000","$207,000.00",2008-10-07
561,Rafael Gomes,COL,D,7,2,282,0,1,0,0,0,0/0,0,0,0.00,0.0,2008,REG,1,1,0,0.32,0.0,0,7,0,0,0,,,,,,,
562,Matt Marquess,KC ,D,5,4,381,0,1,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.24,0.0,0,3,0,0,0,KC,Marquess,Matt,D,"$12,900","$12,900.00",2008-10-07
563,Chris Tierney,NE,D-M,6,4,340,0,1,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,1,0.26,0.0,2,0,0,1,0,NE,Tierney,Chris,D,"$12,900","$12,900.00",2008-10-07
564,Chase Wileman,DAL,M,2,0,47,0,1,1,0,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,1.91,0.0,0,0,0,0,0,DAL,Wileman,Chase,M,"$17,700","$17,700.00",2008-10-07
565,Abel Xavier,LA ,D,10,9,854,0,1,1,1,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.11,100.0,13,3,0,2,1,,,,,,,
566,Aaron Hohlbein,KC ,D,14,14,1158,0,1,1,0,0,0/0,0,0,0.00,0.0,2008,REG,1,1,0,0.08,0.0,5,7,0,1,0,KC,Hohlbein,Aaron,D,"$33,000","$33,000.00",2008-10-07
567,Patrick Ianni,HOU,D-M,17,10,1010,0,1,1,0,0,0/0,0,0,0.00,0.0,2008,REG,1,1,0,0.09,0.0,14,9,0,2,0,HOU,Ianni,Patrick,D,"$75,000","$108,000.00",2008-10-07
568,Josh Tudela,LA ,M,6,3,346,0,1,1,0,0,0/0,0,0,0.00,0.0,2008,REG,1,0,1,0.26,0.0,7,5,0,2,0,LA,Tudela,Josh,M,"$17,700","$17,700.00",2008-10-07
569,Jordan Harvey,LFC,D,15,13,1180,0,1,2,0,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.08,0.0,16,7,0,2,0,COL,Harvey,Jordan,D,"$33,000","$33,000.00",2008-10-07
570,Stefani Miglioranzi,CLB,M,14,7,471,0,1,2,0,0,0/0,0,0,0.00,0.0,2008,REG,1,0,1,0.19,0.0,5,2,1,1,0,CLB,Miglioranzi,Stefani,M,"$76,200","$84,200.00",2008-10-07
571,Diego Gutierrez,CHI,D,20,19,1660,0,1,2,1,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.05,50.0,19,25,0,7,0,CHI,Gutierrez,Diego,D,"$105,000","$107,500.00",2008-10-07
572,Keith Savage,CHV,M,6,3,295,0,1,2,2,0,0/0,0,0,0.00,0.0,2008,REG,0,0,1,0.31,100.0,4,6,1,0,0,CHV,Savage,Keith,F,"$12,900","$12,900.00",2008-10-07
573,Kraig Chiles,CHV,M,5,2,195,0,1,2,1,0,0/0,0,0,0.00,0.0,2008,REG,0,0,1,0.46,50.0,0,3,1,0,0,CHV,Chiles,Kraig,M,"$12,900","$12,900.00",2008-10-07
574,Diego Jimenez,NY ,D,6,6,520,0,1,2,1,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.17,50.0,5,4,1,3,0,NY,Jimenez,Diego,D,"$12,900","$12,900.00",2008-10-07
575,Franco Niell,DC ,F,7,3,279,0,1,3,0,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.32,0.0,4,5,6,0,0,,,,,,,
576,Hunter Freeman,NY ,D,21,17,1559,0,1,3,0,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.06,0.0,25,19,1,2,0,TFC,Freeman,Hunter,D,"$61,160","$71,160.00",2008-10-07
577,Michael Parkhurst,ATL,D,28,28,2520,0,1,4,0,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.04,0.0,9,9,0,0,0,NE,Parkhurst,Michael,D,"$135,383","$147,882.50",2008-10-07
578,Tony Beltran,RSL,D,15,10,936,0,1,4,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,1,0.10,0.0,11,10,0,1,0,,,,,,,
579,Jason Hernandez,SJ ,D,28,28,2451,0,1,5,1,0,0/0,0,0,0.00,0.0,2008,REG,0,0,1,0.04,20.0,29,25,0,6,1,SJ,Hernandez,Jason,D,"$47,250","$47,875.00",2008-10-07
580,Kerry Zavagnin,KC ,M,17,13,1116,0,1,5,1,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.08,20.0,17,18,0,4,0,KC,Zavagnin,Kerry,M,"$169,400","$169,400.00",2008-10-07
581,Bakary Soumare,CHI,D,28,28,2514,0,1,5,3,0,0/0,0,0,0.00,0.0,2008,REG,1,0,1,0.04,60.0,39,12,0,10,0,CHI,Soumare,Bakary,D,"$70,000","$103,000.00",2008-10-07
582,Duilio Davino,DAL,D,23,22,1958,0,1,5,2,0,0/0,0,0,0.00,0.0,2008,REG,0,0,1,0.05,40.0,14,6,0,3,0,,,,,,,
583,Raphael Wicky,CHV,M,5,1,138,0,1,5,2,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.65,40.0,1,2,0,0,0,CHV,Wicky,Raphael,M,"$149,583","$159,583.29",2008-10-07
584,Johann Smith,TOR,M,10,3,371,0,1,6,3,0,0/0,0,0,0.00,0.0,2008,REG,0,0,1,0.24,50.0,5,11,1,0,0,TFC,Smith,Johann,F,"$36,000","$47,666.67",2008-10-07
585,Ricardinho,DAL,F,7,1,137,0,1,6,3,0,0/0,0,0,0.00,0.0,2008,REG,1,0,1,0.66,50.0,6,7,1,0,0,,,,,,,
586,Ryan Pore,KC ,M,14,5,485,0,1,6,3,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.19,50.0,6,8,3,1,0,KC,Pore,Ryan,F,"$54,808","$67,307.50",2008-10-07
587,Juan Pietravallo,NY ,M,13,12,889,0,1,6,2,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.10,33.3,21,12,0,3,1,NY,Pietravallo,Juan,M,"$192,000","$192,000.00",2008-10-07
588,Ryan Cordeiro,DC ,M,8,1,207,0,1,7,2,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.43,28.6,0,1,0,0,0,DC,Cordeiro,Ryan,M,"$17,700","$17,700.00",2008-10-07
589,Bobby Rhine,DAL,M,7,6,472,0,1,7,2,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.19,28.6,7,10,0,2,1,DAL,Rhine,Bobby,D,"$65,000","$67,500.00",2008-10-07
590,Greg Vanney,LA ,D,25,24,2050,0,1,7,3,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.04,42.9,27,12,0,5,0,LA,Vanney,Greg,D,"$91,800","$91,800.00",2008-10-07
591,Wells Thompson,NE ,D,19,8,786,0,1,9,1,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.11,11.1,17,20,1,3,0,NE,Thompson,Wells,M,"$33,000","$33,000.00",2008-10-07
592,Brandon Prideaux,CHI,D,27,27,2254,0,1,10,1,0,0/0,0,0,0.00,0.0,2008,REG,0,0,1,0.04,10.0,36,24,2,6,1,CHI,Prideaux,Brandon,D,"$72,000","$72,000.00",2008-10-07
593,Sean Franklin,LA ,D,27,26,2385,0,1,12,2,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.04,16.7,22,15,0,3,0,LA,Franklin,Sean,D,"$36,000","$48,500.00",2008-10-07
594,Nat Borchers,RSL,D,29,29,2610,0,1,13,1,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.03,7.7,24,10,0,4,0,RSL,Borchers,Nat,D,"$120,000","$127,500.00",2008-10-07
595,Jay Heaps,NE ,D,30,30,2700,0,1,15,4,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.03,26.7,23,27,0,5,0,NE,Heaps,Jay,D,"$110,000","$116,000.00",2008-10-07
596,John Wolyniec,NY ,F,19,5,726,0,1,18,6,0,0/0,0,0,0.00,0.0,2008,REG,0,1,0,0.12,33.3,12,13,8,1,0,NY,Wolyniec,John,F,"$68,906","$68,906.25",2008-10-07
597,Lance Watson,KC ,D,3,1,59,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,3,2,0,0,0,KC,Watson,Lance,M,"$17,700","$17,700.00",2008-10-07
598,Gary Flood,NE ,M,5,2,295,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,2,1,1,0,0,NE,Flood,Gary,M,"$17,700","$17,700.00",2008-10-07
599,Michael Kraus,KC ,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,KC,Kraus,Michael,M,"$12,900","$12,900.00",2008-10-07
600,Jeff Carroll,DC ,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Carroll,Jeff,D,"$12,900","$12,900.00",2008-10-07
601,Justin Moose,DC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
602,Guy-Roland Kpene,HOU,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
603,Ryan McMahen,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
604,Dan Gargan,CHV,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
605,Tyler Hemming,TOR,M,3,1,97,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,1,0,0,0,0,,,,,,,
606,Andrea Lombardo,TOR,F,1,0,26,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
607,Nico Colaluca,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,COL,Colaluca,Nico,M,"$70,000","$103,000.00",2008-10-07
608,David Wagenfuhr,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Wagenfuhr,David,D,"$44,500","$45,250.00",2008-10-07
609,Alex Yi,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
610,Greg Dalby,COL,M,3,0,28,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,COL,Dalby,Greg,M,"$33,000","$33,000.00",2008-10-07
611,Andrew Daniels,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Daniels,Andrew,D,"$33,000","$33,000.00",2008-10-07
612,Andrew Peterson,CLB,D,1,1,69,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,2,2,0,0,0,CLB,Peterson,Andrew,D,"$12,900","$12,900.00",2008-10-07
613,Bruno Menezes,CHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
614,Joey Melo,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,TFC,Melo,Joey,M,"$12,900","$12,900.00",2008-10-07
615,Israel Sesay,LA ,F,2,0,5,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,1,0,0,0,0,LA,Sesay,Israel,F,"$45,000","$77,083.33",2008-10-07
616,Pat Carroll,DC ,D,4,3,186,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,1,0,0,0,0,DC,Carroll,Pat,D,"$12,900","$12,900.00",2008-10-07
617,Kevin Mesa,NY ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2008,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
