,Player,Club,POS,GP,GS,MINS,G,A,SHTS_FP,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG_FP,PKA_FP,Last Name,First Name,Base Salary,Guaranteed Compensation,Date,SHTS_GK,SV,GA,GAA,W,L,T,ShO,Wpct,SvPct,PKG_GK,PKA_GK
1294,Veljko Paunovic,PHI,F,17.0,16.0,1236.0,3.0,3.0,32.0,10.0,0.0,1.0,2.0,0.22,9.4,2011,REG,0.0,3.0,0.0,0.22,31.3,26.0,21.0,8.0,1.0,0.0,0.0,0.0,Paunovic,Veljko,90000.0,90000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,Osvaldo Alonso,SEA,M,33.0,32.0,2891.0,3.0,3.0,54.0,11.0,1.0,2.0,1.0,0.09,5.6,2011,REG,0.0,3.0,0.0,0.09,20.4,50.0,39.0,0.0,7.0,0.0,1.0,1.0,Alonso,Osvaldo,140000.0,140000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,Roger Levesque,SEA,M,19.0,9.0,1062.0,3.0,2.0,13.0,6.0,1.0,3.0,0.0,0.25,23.1,2011,REG,1.0,2.0,0.0,0.17,46.2,16.0,16.0,11.0,3.0,0.0,0.0,0.0,Levesque,Roger,44000.0,44000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,Roger Torres,PHI,M,25.0,9.0,931.0,3.0,2.0,24.0,6.0,1.0,3.0,0.0,0.29,12.5,2011,REG,2.0,2.0,0.0,0.19,25.0,13.0,17.0,0.0,1.0,0.0,0.0,0.0,Torres,Roger,105600.0,108725.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,Marcos Mondaini,CHV,F,24.0,20.0,1493.0,3.0,2.0,28.0,13.0,1.0,2.0,1.0,0.18,10.7,2011,REG,0.0,2.0,0.0,0.12,46.4,17.0,35.0,6.0,1.0,1.0,0.0,0.0,Mondaini,Marcos,45000.0,45000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,Milton Caraglio,NE,F,12.0,12.0,991.0,3.0,2.0,46.0,15.0,0.0,2.0,1.0,0.27,6.5,2011,REG,1.0,1.0,1.0,0.18,32.6,22.0,19.0,13.0,5.0,0.0,0.0,0.0,Caraglio,Milton,54000.0,54000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,David Ferreira,DAL,M,6.0,6.0,505.0,3.0,1.0,11.0,5.0,0.0,2.0,1.0,0.53,27.3,2011,REG,0.0,0.0,1.0,0.18,45.5,5.0,19.0,1.0,0.0,0.0,0.0,1.0,Ferreira,David,600000.0,705000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,Eric Brunner,POR,D,32.0,31.0,2795.0,3.0,1.0,17.0,4.0,2.0,3.0,0.0,0.1,17.6,2011,REG,0.0,1.0,0.0,0.03,23.5,19.0,29.0,0.0,1.0,1.0,0.0,0.0,Brunner,Eric,70000.0,74250.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,George John,DAL,D,31.0,31.0,2781.0,3.0,1.0,18.0,7.0,0.0,1.0,2.0,0.1,16.7,2011,REG,0.0,0.0,1.0,0.03,38.9,25.0,29.0,0.0,4.0,1.0,0.0,0.0,John,George,42000.0,42000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,Nat Borchers,RSL,D,30.0,30.0,2547.0,3.0,1.0,19.0,6.0,2.0,3.0,0.0,0.11,15.8,2011,REG,1.0,1.0,0.0,0.04,31.6,14.0,15.0,5.0,1.0,2.0,0.0,0.0,Borchers,Nat,159996.0,169058.5,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,Cory Gibbs,CHI,D,26.0,26.0,2203.0,3.0,1.0,19.0,5.0,0.0,3.0,0.0,0.12,15.8,2011,REG,0.0,1.0,0.0,0.04,26.3,30.0,23.0,1.0,6.0,1.0,0.0,0.0,Gibbs,Cory,150000.0,150000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,Alain Rochat,VAN,D,28.0,27.0,2434.0,3.0,1.0,21.0,5.0,1.0,3.0,0.0,0.11,14.3,2011,REG,1.0,1.0,0.0,0.04,23.8,35.0,39.0,1.0,6.0,0.0,0.0,0.0,Rochat,Alain,150000.0,150000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,David Beckham,LA,M,26.0,25.0,2226.0,2.0,15.0,29.0,9.0,1.0,2.0,0.0,0.08,6.9,2011,REG,7.0,10.0,5.0,0.61,31.0,26.0,47.0,2.0,10.0,0.0,0.0,0.0,Beckham,David,5500000.0,6500000.04,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,Davide Chiumiento,VAN,M,26.0,20.0,1674.0,2.0,9.0,20.0,6.0,0.0,1.0,1.0,0.11,10.0,2011,REG,1.0,6.0,3.0,0.48,30.0,15.0,43.0,4.0,2.0,0.0,0.0,0.0,Chiumiento,Davide,280000.0,280000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,Robbie Rogers,CLB,D,27.0,24.0,2218.0,2.0,7.0,36.0,11.0,1.0,1.0,1.0,0.08,5.6,2011,REG,1.0,4.0,3.0,0.28,30.6,27.0,50.0,7.0,2.0,0.0,1.0,1.0,Rogers,Robbie,140000.0,140000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,Ben Zemanski,CHV,M,28.0,23.0,2056.0,2.0,4.0,22.0,5.0,1.0,2.0,0.0,0.09,9.1,2011,REG,1.0,2.0,2.0,0.18,22.7,30.0,25.0,0.0,6.0,0.0,0.0,0.0,Zemanski,Ben,44000.0,44000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,Diego Chara,POR,M,28.0,27.0,2401.0,2.0,4.0,26.0,7.0,1.0,2.0,0.0,0.07,7.7,2011,REG,1.0,3.0,1.0,0.15,26.9,64.0,23.0,1.0,7.0,0.0,0.0,0.0,Chara,Diego,100008.0,143758.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,Daniel Hernandez,DAL,M,30.0,30.0,2668.0,2.0,4.0,29.0,4.0,1.0,1.0,1.0,0.07,6.9,2011,REG,2.0,3.0,1.0,0.13,13.8,47.0,38.0,0.0,6.0,0.0,1.0,1.0,Hernandez,Daniel,160000.0,172500.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,Chris Tierney,NE,D-M,27.0,25.0,2184.0,2.0,4.0,32.0,8.0,0.0,0.0,2.0,0.08,6.3,2011,REG,1.0,0.0,4.0,0.16,25.0,13.0,1.0,0.0,3.0,2.0,0.0,0.0,Tierney,Chris,65000.0,66666.67,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,Javier Morales,RSL,M,10.0,9.0,785.0,2.0,3.0,12.0,5.0,1.0,2.0,0.0,0.23,16.7,2011,REG,1.0,1.0,2.0,0.34,41.7,10.0,22.0,3.0,3.0,0.0,1.0,1.0,Morales,Javier,400000.0,452500.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,Atiba Harris,VAN,D,5.0,5.0,444.0,2.0,3.0,12.0,8.0,1.0,2.0,0.0,0.41,16.7,2011,REG,0.0,3.0,0.0,0.61,66.7,13.0,12.0,7.0,2.0,0.0,0.0,0.0,Harris,Atiba,77590.0,80590.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,Julian de Guzman,TOR,M,19.0,16.0,1325.0,2.0,3.0,16.0,5.0,1.0,0.0,2.0,0.14,12.5,2011,REG,0.0,2.0,1.0,0.2,31.3,37.0,29.0,0.0,6.0,0.0,0.0,0.0,de Guzman,Julian,1863996.0,1910746.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,Eric Avila,TOR,M,22.0,13.0,1289.0,2.0,3.0,19.0,6.0,1.0,1.0,1.0,0.14,10.5,2011,REG,0.0,3.0,0.0,0.21,31.6,11.0,24.0,0.0,1.0,0.0,0.0,0.0,Avila,Eric,100000.0,133000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,Michael Farfan,PHI,M,21.0,13.0,1460.0,2.0,3.0,23.0,6.0,1.0,2.0,0.0,0.12,8.7,2011,REG,0.0,2.0,1.0,0.18,26.1,22.0,14.0,0.0,1.0,0.0,0.0,0.0,Farfan,Michael,42000.0,79500.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,Danny Cruz,HOU,M-F,20.0,13.0,1152.0,2.0,3.0,25.0,8.0,1.0,1.0,1.0,0.16,8.0,2011,REG,2.0,2.0,1.0,0.23,32.0,19.0,19.0,1.0,5.0,0.0,0.0,0.0,Cruz,Danny,80000.0,123000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,Fabian Castillo,DAL,M-F,21.0,16.0,1355.0,2.0,3.0,28.0,8.0,0.0,2.0,0.0,0.13,7.1,2011,REG,2.0,3.0,0.0,0.2,28.6,11.0,9.0,23.0,0.0,0.0,0.0,0.0,Castillo,Fabian,42000.0,42000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,Darlington Nagbe,POR,M-F,28.0,21.0,1651.0,2.0,3.0,30.0,10.0,0.0,2.0,0.0,0.11,6.7,2011,REG,1.0,2.0,1.0,0.16,33.3,8.0,42.0,10.0,0.0,0.0,0.0,0.0,Nagbe,Darlington,65000.0,201000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,Matt Besler,KC,D,32.0,32.0,2880.0,2.0,2.0,10.0,3.0,1.0,0.0,2.0,0.06,20.0,2011,REG,1.0,1.0,1.0,0.06,30.0,23.0,13.0,0.0,2.0,0.0,0.0,0.0,Besler,Matt,58410.0,69660.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,Ugo Ihemelu,DAL,D,31.0,30.0,2726.0,2.0,2.0,10.0,3.0,1.0,1.0,1.0,0.07,20.0,2011,REG,0.0,1.0,1.0,0.07,30.0,28.0,24.0,0.0,6.0,0.0,0.0,0.0,Ihemelu,Ugo,170000.0,170000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,Steve Zakuani,SEA,M,6.0,6.0,453.0,2.0,2.0,12.0,5.0,1.0,2.0,0.0,0.4,16.7,2011,REG,0.0,0.0,2.0,0.4,41.7,6.0,3.0,5.0,0.0,0.0,0.0,0.0,Zakuani,Steve,90000.0,188000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,O'Brian White,SEA,F,7.0,7.0,517.0,2.0,2.0,15.0,8.0,0.0,1.0,1.0,0.35,13.3,2011,REG,2.0,1.0,1.0,0.35,53.3,9.0,3.0,6.0,0.0,0.0,0.0,0.0,White,O'Brian,100000.0,100000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,Rodney Wallace,POR,F,25.0,22.0,1973.0,2.0,2.0,19.0,6.0,1.0,2.0,0.0,0.09,10.5,2011,REG,0.0,0.0,2.0,0.09,31.6,29.0,14.0,2.0,6.0,0.0,0.0,0.0,Wallace,Rodney,90000.0,139000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,Orr Barouch,CHI,F,28.0,2.0,624.0,2.0,2.0,28.0,8.0,0.0,0.0,2.0,0.29,7.1,2011,REG,1.0,1.0,1.0,0.29,28.6,19.0,14.0,5.0,2.0,0.0,0.0,0.0,Barouch,Orr,32600.0,32600.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,Ramiro Corrales,SJ,M,29.0,29.0,2552.0,2.0,2.0,30.0,5.0,0.0,1.0,1.0,0.07,6.7,2011,REG,0.0,1.0,1.0,0.07,16.7,28.0,30.0,3.0,7.0,0.0,0.0,0.0,Corrales,Ramiro,165000.0,175625.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,Robbie Keane,LA,F,4.0,3.0,275.0,2.0,1.0,5.0,3.0,1.0,2.0,0.0,0.65,40.0,2011,REG,1.0,1.0,0.0,0.33,60.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,Keane,Robbie,2917241.0,3417243.15,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,Jalil Anibaba,CHI,D,29.0,27.0,2508.0,2.0,1.0,11.0,4.0,0.0,2.0,0.0,0.07,18.2,2011,REG,0.0,1.0,0.0,0.04,36.4,27.0,14.0,1.0,0.0,0.0,0.0,0.0,Anibaba,Jalil,42000.0,82000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,Stephen McCarthy,NE,D,21.0,18.0,1428.0,2.0,1.0,12.0,4.0,1.0,1.0,1.0,0.13,16.7,2011,REG,0.0,0.0,1.0,0.06,33.3,16.0,6.0,0.0,4.0,0.0,0.0,0.0,McCarthy,Stephen,42000.0,73250.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,Diego Fagundez,NE,M,6.0,3.0,314.0,2.0,1.0,12.0,4.0,0.0,2.0,0.0,0.57,16.7,2011,REG,0.0,0.0,1.0,0.29,33.3,4.0,3.0,2.0,0.0,0.0,0.0,0.0,Fagundez,Diego,52500.0,53500.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,Monsef Zerka,NE,F,7.0,7.0,511.0,2.0,1.0,14.0,5.0,0.0,0.0,2.0,0.35,14.3,2011,REG,1.0,1.0,0.0,0.18,35.7,4.0,12.0,0.0,0.0,0.0,0.0,0.0,Zerka,Monsef,216000.0,226000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,Freddy Adu,PHI,F,11.0,6.0,609.0,2.0,1.0,15.0,3.0,1.0,1.0,1.0,0.3,13.3,2011,REG,0.0,0.0,1.0,0.15,20.0,8.0,14.0,1.0,2.0,0.0,0.0,0.0,Adu,Freddy,475884.0,594884.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,Omar Gonzalez,LA,D,29.0,29.0,2599.0,2.0,1.0,18.0,6.0,1.0,1.0,1.0,0.07,11.1,2011,REG,0.0,0.0,1.0,0.03,33.3,16.0,21.0,0.0,3.0,0.0,0.0,0.0,Gonzalez,Omar,120000.0,197000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,Adam Moffat,HOU,M,17.0,12.0,1203.0,2.0,1.0,21.0,8.0,0.0,2.0,0.0,0.15,9.5,2011,REG,0.0,0.0,1.0,0.07,38.1,13.0,11.0,0.0,4.0,1.0,0.0,0.0,Moffat,Adam,56700.0,56700.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,Mehdi Ballouchy,NY,M,29.0,17.0,1519.0,2.0,1.0,23.0,7.0,0.0,1.0,1.0,0.12,8.7,2011,REG,0.0,0.0,1.0,0.06,30.4,33.0,24.0,5.0,4.0,0.0,0.0,0.0,Ballouchy,Mehdi,125625.0,125625.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,Andy Williams,RSL,M,31.0,20.0,1970.0,2.0,1.0,38.0,13.0,1.0,2.0,0.0,0.09,5.3,2011,REG,0.0,0.0,1.0,0.05,34.2,33.0,45.0,1.0,2.0,0.0,0.0,0.0,Williams,Andy,99225.0,99225.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,Will Johnson,RSL,F-M,25.0,22.0,2059.0,2.0,1.0,39.0,15.0,1.0,2.0,0.0,0.09,5.1,2011,REG,0.0,1.0,0.0,0.04,38.5,20.0,29.0,2.0,6.0,1.0,0.0,0.0,Johnson,Will,225000.0,225000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,Scott Palguta,COL,D,9.0,5.0,550.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,0.33,66.7,2011,REG,0.0,0.0,0.0,0.0,66.7,5.0,1.0,0.0,1.0,0.0,0.0,0.0,Palguta,Scott,60638.0,60638.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,Sammy Ochoa,SEA,F,4.0,0.0,100.0,2.0,0.0,6.0,2.0,0.0,1.0,1.0,1.8,33.3,2011,REG,0.0,0.0,0.0,0.0,33.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Ochoa,Sammy,42000.0,44500.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,Ryan Guy,NE,M,11.0,6.0,610.0,2.0,0.0,8.0,6.0,0.0,0.0,2.0,0.3,25.0,2011,REG,0.0,0.0,0.0,0.0,75.0,5.0,6.0,2.0,1.0,0.0,0.0,0.0,Guy,Ryan,42000.0,42000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,Brandon McDonald,DC,D,29.0,26.0,2294.0,2.0,0.0,10.0,3.0,0.0,1.0,1.0,0.08,20.0,2011,REG,0.0,0.0,0.0,0.0,30.0,29.0,13.0,1.0,6.0,1.0,0.0,0.0,McDonald,Brandon,45000.0,45000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,Peri Marosevic,TOR,F,7.0,4.0,410.0,2.0,0.0,12.0,5.0,0.0,0.0,2.0,0.44,16.7,2011,REG,0.0,0.0,0.0,0.0,41.7,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Marosevic,Peri,80000.0,129000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,Chris Schuler,RSL,D,20.0,16.0,1638.0,2.0,0.0,13.0,2.0,2.0,1.0,1.0,0.11,15.4,2011,REG,0.0,0.0,0.0,0.0,15.4,16.0,13.0,0.0,2.0,0.0,0.0,0.0,Schuler,Chris,32600.0,32600.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,Javier Martina,TOR,F,23.0,15.0,1389.0,2.0,0.0,15.0,9.0,1.0,2.0,0.0,0.13,13.3,2011,REG,0.0,0.0,0.0,0.0,60.0,13.0,9.0,4.0,3.0,0.0,0.0,0.0,Martina,Javier,89460.0,96140.75,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,Cristian Nazarit,CHI,F,12.0,6.0,624.0,2.0,0.0,20.0,5.0,1.0,0.0,2.0,0.29,10.0,2011,REG,0.0,0.0,0.0,0.0,25.0,25.0,2.0,8.0,3.0,0.0,0.0,0.0,Nazarit,Cristian,240000.0,302500.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,Luis Gil,RSL,M,25.0,14.0,1288.0,2.0,0.0,21.0,7.0,0.0,1.0,1.0,0.14,9.5,2011,REG,0.0,0.0,0.0,0.0,33.3,16.0,11.0,4.0,0.0,0.0,0.0,0.0,Gil,Luis,90250.0,185333.33,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,Patrick Nyarko,CHI,F-M,30.0,24.0,2266.0,1.0,9.0,33.0,7.0,1.0,1.0,0.0,0.04,3.0,2011,REG,2.0,1.0,8.0,0.36,21.2,30.0,60.0,9.0,2.0,0.0,0.0,0.0,Nyarko,Patrick,110000.0,190000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,Andrew Jacobson,DAL,M,27.0,22.0,1850.0,1.0,5.0,32.0,11.0,0.0,0.0,1.0,0.05,3.1,2011,REG,2.0,2.0,3.0,0.24,34.4,33.0,17.0,0.0,4.0,0.0,0.0,0.0,Jacobson,Andrew,45000.0,45000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,Zach Loyd,DAL,D,30.0,28.0,2416.0,1.0,4.0,8.0,1.0,1.0,1.0,0.0,0.04,12.5,2011,REG,2.0,2.0,2.0,0.15,12.5,37.0,44.0,2.0,4.0,0.0,0.0,0.0,Loyd,Zach,52250.0,96875.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,Pablo Mastroeni,COL,M,30.0,30.0,2517.0,1.0,4.0,12.0,1.0,0.0,0.0,1.0,0.04,8.3,2011,REG,1.0,2.0,2.0,0.14,8.3,28.0,39.0,1.0,6.0,0.0,0.0,0.0,Mastroeni,Pablo,240000.0,245000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,Santino Quaranta,DC,M-F,21.0,10.0,1091.0,1.0,4.0,23.0,5.0,0.0,0.0,1.0,0.08,4.3,2011,REG,0.0,2.0,2.0,0.33,21.7,22.0,15.0,2.0,2.0,1.0,0.0,0.0,Quaranta,Santino,115000.0,117500.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,Nizar Khalfan,VAN,M,22.0,9.0,1066.0,1.0,4.0,33.0,9.0,0.0,1.0,0.0,0.08,3.0,2011,REG,0.0,3.0,1.0,0.34,27.3,9.0,2.0,2.0,1.0,0.0,0.0,0.0,Khalfan,Nizar,60000.0,61250.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,Terry Dunfield,TOR,M,18.0,13.0,1191.0,1.0,3.0,11.0,2.0,0.0,1.0,0.0,0.08,9.1,2011,REG,0.0,2.0,1.0,0.23,18.2,13.0,10.0,0.0,4.0,0.0,0.0,1.0,Dunfield,Terry,65000.0,65000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,Michael Lahoud,CHV,M,23.0,17.0,1341.0,1.0,3.0,12.0,3.0,0.0,1.0,0.0,0.07,8.3,2011,REG,0.0,2.0,1.0,0.2,25.0,19.0,13.0,1.0,4.0,0.0,0.0,0.0,Lahoud,Michael,63360.0,72735.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,Rafael Baca,SJ,M,15.0,11.0,1046.0,1.0,3.0,12.0,4.0,0.0,1.0,0.0,0.09,8.3,2011,REG,1.0,1.0,2.0,0.26,33.3,12.0,10.0,2.0,2.0,0.0,0.0,0.0,Baca,Rafael,32600.0,32600.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,Kyle Nakazawa,PHI,M,22.0,14.0,1208.0,1.0,3.0,15.0,4.0,1.0,0.0,1.0,0.07,6.7,2011,REG,0.0,1.0,2.0,0.22,26.7,24.0,14.0,0.0,1.0,0.0,0.0,0.0,Nakazawa,Kyle,44000.0,44000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,Sheanon Williams,PHI,D,32.0,32.0,2828.0,1.0,3.0,20.0,7.0,0.0,0.0,1.0,0.03,5.0,2011,REG,0.0,2.0,1.0,0.1,35.0,37.0,42.0,1.0,4.0,1.0,0.0,0.0,Williams,Sheanon,42000.0,42000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,Roger Espinoza,KC,M,24.0,24.0,1979.0,1.0,3.0,20.0,5.0,1.0,1.0,0.0,0.05,5.0,2011,REG,0.0,1.0,2.0,0.14,25.0,44.0,44.0,0.0,3.0,1.0,0.0,0.0,Espinoza,Roger,100000.0,133750.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,Joey Gjertsen,SJ,M,18.0,13.0,977.0,1.0,3.0,21.0,6.0,0.0,1.0,0.0,0.09,4.8,2011,REG,0.0,1.0,2.0,0.28,28.6,7.0,11.0,1.0,0.0,0.0,0.0,0.0,Gjertsen,Joey,75000.0,83625.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,Shea Salinas,VAN,M,26.0,18.0,1695.0,1.0,3.0,22.0,3.0,1.0,1.0,0.0,0.05,4.5,2011,REG,1.0,1.0,2.0,0.16,13.6,12.0,15.0,3.0,0.0,1.0,0.0,0.0,Salinas,Shea,44000.0,44000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,Gabriel Farfan,PHI,M,22.0,18.0,1609.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.06,50.0,2011,REG,1.0,1.0,1.0,0.11,50.0,27.0,25.0,0.0,1.0,0.0,0.0,0.0,Farfan,Gabriel,42000.0,42000.0,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,Hunter Freeman,HOU,D,23.0,22.0,1909.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,0.05,25.0,2011,REG,0.0,2.0,0.0,0.09,25.0,17.0,21.0,1.0,3.0,0.0,0.0,0.0,Freeman,Hunter,150000.0,160833.33,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
